#     MJD[days]  log10(E/GeV)   AngErr[deg]       RA[deg]      Dec[deg]  Azimuth[deg]   Zenith[deg]
   57608.76520544          2.80          3.72       358.975        55.761       323.965       145.856
   57608.76966927          2.81          4.30        79.319        16.107       245.217       106.122
   57608.77045309          2.81          0.63       201.682        73.357       123.299       163.273
   57608.77351642          3.08          0.80       148.483        44.221       177.426       134.139
   57608.77854331          3.06          1.20       319.048         2.417         8.713        92.495
   57608.78070823          3.54          0.23       136.459        22.172       192.066       112.101
   57608.78439949          2.57          0.89       162.452        11.192       167.426       101.100
   57608.78467920          4.91          0.27       228.718       -40.319       101.196        49.617
   57608.79078043          5.06          0.20        82.971       -26.788       249.263        63.224
   57608.79146490          4.54          0.50        81.965       -16.125       250.494        73.888
   57608.79730528          2.64          1.30       320.840        25.851        13.720       115.929
   57608.80358569          2.75          0.67       245.019        17.173        91.810       107.136
   57608.81533895          2.74          0.73        43.488        24.454       297.527       114.523
   57608.81604332          2.83          0.80       214.756         1.539       126.547        91.462
   57608.81623015          3.39          1.10       172.156        -1.229       169.216        88.675
   57608.81770433          5.31          0.20       338.705       -54.760         3.139        35.335
   57608.82169889          2.92          0.42       334.966        41.925         8.405       132.014
   57608.82420880          3.13          0.57       236.175         9.539       108.086        99.488
   57608.82556259          3.10          2.93       202.455        26.571       142.303       116.485
   57608.82801706          2.49          0.80       273.917        17.985        71.733       107.996
   57608.82930338          3.05          0.64       223.434        -1.582       122.652        88.350
   57608.83055541          3.29          0.37       323.822        12.328        22.724       102.409
   57608.84013292          2.98          0.82       222.375        -0.892       127.621        89.038
   57608.84088891          3.03          0.67        87.690         1.122       262.581        91.127
   57608.84238816          2.93          0.53       165.159        13.845       185.651       103.753
   57608.84793104          2.90          0.51       342.150        48.844        10.688       138.936
   57608.84954194          2.92          0.36       283.769        17.789        69.650       107.815
   57608.85606523          2.74          0.64        14.854        26.675       340.878       116.769
   57608.85620610          4.56          0.20       100.594       -21.465       255.248        68.519
   57608.85996884          2.74          0.90       118.097        66.973       238.872       156.927
   57608.86015247          2.95          0.60        26.542         2.506       330.678        92.594
   57608.86046551          3.11          0.48       242.176        25.388       115.199       115.347
   57608.86429722          2.91          0.89       199.245        65.168       159.550       155.082
   57608.86943694          5.38          0.58       331.481       -42.925        29.044        47.162
   57608.87025263          4.80          0.20        93.416       -63.492       267.657        26.506
   57608.87493876          2.74          2.11        57.878        20.402       304.654       110.454
   57608.87969456          3.43          0.79       163.117         6.469       201.162        96.378
   57608.87988751          2.89          0.68         3.672         0.423         0.672        90.521
   57608.88291639          2.57          0.39        64.443         2.403       300.996        92.446
   57608.88301912          3.01          0.55        93.605         2.714       271.872        92.710
   57608.88767178          2.89          0.70       299.996        35.261        67.215       125.311
   57608.89066802          4.52          0.20       224.616       -15.810       143.603        74.121
   57608.89916876          2.54          2.35        13.774        28.368       357.519       118.461
   57608.89973707          2.80          0.46       182.231         4.176       189.286        94.082
   57608.90195317          2.92          0.24       324.603        -1.508        47.703        88.571
   57608.90721440          2.91          1.08       139.087        25.997       235.100       115.926
   57608.91069203          3.20          0.34       309.774        -0.285        65.688        89.778
   57608.91094023          2.78          0.40        60.987         8.344       314.559        98.392
   57608.91543329          2.63          0.36       301.680        21.220        75.525       111.271
   57608.92253192          2.80          1.35       246.095         1.110       133.646        91.072
   57608.92360505          5.77          0.28       173.810       -48.151       206.339        41.752
   57608.92397681          2.95          0.46       274.810        19.896       105.483       109.905
   57608.92440633          3.23          1.01       256.601         7.525       123.826        97.504
   57608.92662370          5.55          0.46        16.861       -54.916         4.390        35.181
   57608.92680669          3.65          0.42         1.979        44.294        19.299       134.388
   57608.92776953          5.49          0.30       236.991       -44.059       144.563        45.885
   57608.93135542          3.04          0.39        85.456        24.987       297.430       114.996
   57608.94447774          2.71          1.30        24.282        53.311         3.328       143.396
   57608.95448957          2.66          0.69         1.394        -1.707        29.880        88.390
   57608.95797766          3.67          0.32       301.401        -5.664        91.123        84.385
   57608.95900272          3.11          1.70       139.111        33.077       253.761       123.009
   57608.96106278          3.63          0.20       203.328        -5.179       190.321        84.734
   57608.96300422          4.02          0.20       138.295        10.822       256.050       100.755
   57608.96325593          4.80          0.23       211.838       -29.131       182.579        60.786
   57608.96355203          2.81          2.11        89.321        82.384       304.549       172.383
   57608.97024367          3.12          0.48        51.111        10.258       345.841       100.320
   57608.97125194          2.98          1.21       125.086        34.426       272.195       124.374
   57608.97701279          2.87          0.77       194.706        25.878       204.716       115.790
   57608.97883608          3.06          0.40        79.006         8.206       321.051        98.228
   57608.98259593          3.03          0.31       247.633        19.633       153.819       109.598
   57608.98370760          2.97          1.45       245.999         9.866       155.839        99.827
   57608.98495303          3.26          0.49       128.397        13.000       273.865       102.945
   57608.98792778          3.21          2.95        56.491        69.320       346.656       159.369
   57608.99272326          6.13          1.30       349.468       -54.723        55.576        35.373
   57608.99364399          3.73          0.35       178.521        34.451       226.892       124.361
   57608.99605642          2.97          0.36       203.294         5.071       202.994        94.986
   57609.00266906          5.17          0.24       287.765       -38.083       120.829        51.942
   57609.00600053          2.87          0.92       341.661        17.720        68.217       107.809
   57609.00810140          4.36          0.20       122.874       -10.247       287.776        79.706
   57609.00872468          4.53          0.20        58.878       -17.195       352.003        72.859
   57609.00949122          2.93          1.04       338.218        16.788        72.921       106.875
   57609.01086623          5.05          0.20       217.199       -29.145       194.400        60.778
   57609.01171207          3.02          0.24       358.285        17.040        53.647       107.134
   57609.01827134          4.77          0.21       186.945       -73.100       227.340        16.804
   57609.01837856          3.11          1.38       213.909        46.136       200.484       136.063
   57609.01936527          2.72          0.75       336.479         0.582        78.213        90.668
   57609.02022221          2.96          0.22         2.846        19.605        52.156       109.698
   57609.02279806          3.16          0.45        26.448        55.306        29.429       145.387
   57609.02673428          5.16          0.20       193.122       -49.544       224.218        40.363
   57609.02881767          3.23          0.34       351.595        31.590        66.519       121.680
   57609.02972612          2.77          0.73       121.315         4.936       297.121        94.892
   57609.03227872          5.15          0.23       237.359       -23.997       181.964        65.950
   57609.03256236          2.96          0.79        55.427        29.692         3.993       119.746
   57609.03476293          4.86          0.22       285.218       -23.509       134.993        66.512
   57609.03598175          2.61          0.46        80.407        35.773       340.227       125.790
   57609.04098579          2.82          0.83       146.205        10.045       276.293        99.972
   57609.04209914          5.32          0.30       220.147       -63.545       202.642        26.379
   57609.04334037          3.34          0.74       297.806         0.804       125.541        90.846
   57609.04400227          5.01          0.20       290.681       -49.387       132.801        40.642
   57609.04717675          3.20          0.50       230.462        38.480       194.328       128.424
   57609.05007380          3.22          0.29        65.224         2.876         0.556        92.919
   57609.05036075          3.14          0.95        37.289        46.401        28.540       136.473
   57609.05347191          3.12          0.85       348.397        11.611        78.611       101.702
   57609.05699816          4.60          0.20        50.644       -17.350        17.660        72.714
   57609.05736912          3.04          0.23       333.699        45.118        94.753       135.199
   57609.05970868          2.89          2.42       113.793        15.127       315.450       105.094
   57609.06177641          2.85          0.40       203.742        55.371       226.317       145.291
   57609.06508476          3.04          0.40       314.761        54.923       116.526       144.986
   57609.07184361          2.83          1.25       273.843        36.022       159.859       126.029
   57609.07188072          3.00          0.39       136.416        40.117       297.191       130.054
   57609.08200448          2.75          0.65       241.114        16.190       196.216       106.147
   57609.08333032          2.45          1.24       218.959        -5.391       218.823        84.538
   57609.08944854          2.95          0.47        31.961        41.638        47.993       131.714
   57609.09357794          3.08          6.66         5.773        74.804        75.677       164.891
   57609.09559126          2.90          1.49        76.400         0.536         5.815        90.562
   57609.09831336          2.78          0.45       146.718         2.337       296.481        92.265
   57609.09887266          3.04          1.09       287.497        20.211       155.928       110.238
   57609.09917388          2.95          0.53       160.258        19.500       283.242       109.418
   57609.10150586          3.66          1.28       319.396         3.985       124.951        94.053
   57609.10797663          4.89          0.20       327.805       -32.517       118.841        57.560
   57609.10863505          3.27          0.75       186.823        54.953       260.116       144.868
   57609.11360031          5.41          0.27       102.918       -34.120       345.862        55.865
   57609.11382301          2.82          1.30       296.139        33.296       152.703       123.335
   57609.11494029          3.43          0.20       353.189        -9.357        96.003        80.733
   57609.11568535          2.99          0.63        24.770        66.801        64.609       156.879
   57609.11978436          3.12          1.20        41.153        19.591        49.773       109.660
   57609.12367542          4.49          0.32       217.663        -7.327       234.682        82.602
   57609.13385262          3.36          0.33       203.577        53.286       252.497       143.208
   57609.13916684          2.98          0.30       267.355         7.659       190.597        97.655
   57609.14021795          2.99          1.44       156.961        21.540       301.353       111.461
   57609.14177432          5.03          0.20        80.136       -58.184        18.895        31.837
   57609.14182771          2.83          0.33        15.361        52.999        83.509       143.082
   57609.14686676          3.11          1.30        81.108        18.997        19.588       109.012
   57609.14853850          5.14          0.44       190.921       -56.190       270.388        33.720
   57609.15051597          2.89          4.38        70.703        40.664        31.269       130.693
   57609.15107441          5.42          0.22       120.589       -41.468       341.728        48.490
   57609.15953881          2.92         12.46       307.841        70.016       157.635       160.070
   57609.15959216          3.08          0.77       133.530         7.059       331.784        97.001
   57609.16364921          3.31          1.39        35.139        47.180        71.588       137.250
   57609.16365730          4.83          0.21        92.138       -80.724        15.210         9.279
   57609.16646846          2.97          0.81       313.593         4.673       154.206        94.734
   57609.16653697          3.12          1.11        36.347        45.203        71.425       135.272
   57609.17720675          4.91          0.20       166.697       -42.076       305.003        47.838
   57609.17781582          3.33          1.28       338.040        35.425       133.873       125.506
   57609.17886561          2.83          0.53       233.226         6.805       239.056        96.754
   57609.17911390          2.65          1.67        65.366        80.057        46.555       170.090
   57609.17978745          2.83          2.55        83.519        67.875        28.883       157.883
   57609.18614126          3.21          0.20       152.978        33.668       321.902       123.593
   57609.18674215          3.01          0.36       351.084        69.336       124.059       159.420
   57609.19073565          2.95          7.85        80.428        80.534        35.632       170.545
   57609.19411458          3.22          0.38       201.136         1.675       276.646        91.595
   57609.19711226          5.06          0.26       336.344       -27.496       142.493        62.586
   57609.20321332          4.68          0.20       205.776       -50.274       275.245        39.645
   57609.20376135          5.12          0.20       303.861       -46.452       177.316        43.596
   57609.20393576          2.76          2.98       112.158        44.291         9.094       134.258
   57609.20416072          2.03          1.08       116.777        16.265         4.611       106.228
   57609.20853890          3.13          1.55        70.752        50.830        52.137       140.856
   57609.21555201          3.03          0.35       118.080         0.905         7.441        90.866
   57609.21606791          3.23          1.23       224.087        22.564       261.642       112.505
   57609.21641443          2.86          0.49        38.479         4.755        87.345        94.824
   57609.22406253          3.77          0.20       307.872        -3.538       180.708        86.517
   57609.22458954          3.35          0.86       317.996        34.620       170.818       124.686
   57609.22541196          3.01          0.67       333.149         9.073       155.929        99.152
   57609.23077641          2.77          0.81       222.082         6.239       268.938        96.177
   57609.23459116          3.06          0.79       208.142        17.997       284.263       107.924
   57609.23875558          3.05          0.29       140.247        10.848       353.642       100.783
   57609.24145203          2.89          0.69        41.447        13.418        93.406       103.483
   57609.25847892          4.06          0.83       199.264       -11.214       301.746        78.706
   57609.26403646          3.03          1.00        26.178        57.721       116.776       147.794
   57609.26912744          3.10          2.54       159.737        68.479       345.063       158.399
   57609.28098667          4.88          0.45        87.735       -24.747        61.447        65.257
   57609.28231613          3.09          0.90        40.272         7.037       109.339        97.103
   57609.28513740          4.39          0.20       137.902       -13.554        12.753        76.382
   57609.28533184          3.16          0.42       335.419         5.756       175.286        95.837
   57609.28661861          4.92          0.20       134.622       -26.647        16.585        63.292
   57609.28825282          2.81          0.51       115.660        51.906        36.012       141.866
   57609.28835190          2.92          0.53       312.879         1.490       198.914        91.553
   57609.28977619          5.30          0.21       110.380       -34.921        41.993        55.049
   57609.29448656          3.42          1.03       334.937        -7.436       179.065        82.645
   57609.29913549          2.72          1.57       259.103        50.094       256.684       140.085
   57609.30157557          4.81          0.20        45.467       -24.307       111.132        65.755
   57609.30883433          3.10          1.16       215.076         9.150       304.125        99.084
   57609.31187235          3.26          0.26       206.824         2.144       313.467        92.070
   57609.31345904          2.72          2.44        48.809        18.377       112.029       108.431
   57609.31478249          2.98          0.79       176.206         2.174       345.136        92.089
   57609.31679597          4.63          0.55        47.167       -16.104       114.917        73.955
   57609.31765916          4.26          0.66       301.046         6.327       221.334        96.376
   57609.31821194          2.94          0.94        63.671        15.322        98.886       105.357
   57609.31950839          3.02          1.77        53.207        59.607       109.717       149.652
   57609.31996767          2.82          0.64       248.970        40.913       274.309       130.890
   57609.32202824          2.81          1.69       260.384        10.407       263.582       100.399
   57609.32637448          5.09          0.28       325.593       -62.732       199.830        27.343
   57609.33551367          3.28          0.20       119.120         0.447        49.707        90.403
   57609.33560730          3.12          0.43       135.238        24.673        33.597       114.610
   57609.33851477          4.76          0.28        13.878       -70.757       156.090        19.331
   57609.33918102          3.00          1.37       279.300         8.024       250.853        98.045
   57609.34838162          2.79          0.34       334.669        44.506       198.824       134.586
   57609.34842775          5.19          0.34       164.224       -35.008         9.278        54.907
   57609.34963177          2.91          1.37        38.731        32.704       135.149       122.767
   57609.34989398          2.74          2.82       328.886        46.528       205.162       136.605
   57609.36004819          3.16          2.61       251.696        62.092       286.136       152.074
   57609.36201810          2.89          0.87        92.745        13.932        85.627       103.923
   57609.36207465          4.08          0.26       233.762       -16.454       304.626        73.499
   57609.36503060          3.04          1.86       340.333        37.089       199.157       127.172
   57609.36869682          3.10          2.22       214.290        39.700       326.556       129.635
   57609.37682366          2.89          0.48        77.037         5.073       106.693        95.088
   57609.37923558          3.04          0.44       116.232        12.457        68.361       102.414
   57609.38753531          2.50          0.85        13.620         1.495       173.977        91.580
   57609.39071646          3.31          0.27       224.132         7.690       324.626        97.634
   57609.39482104          2.59          1.24        82.475        86.936       106.180       176.936
   57609.40241274          4.68          0.37        96.442       -22.213        96.569        67.773
   57609.40301762          2.98          0.34       249.967        61.531       303.374       151.511
   57609.40902608          3.01          0.80       193.693        20.824         1.680       110.743
   57609.41228429          3.09          0.36       232.691        21.093       323.872       111.048
   57609.41942089          3.08          1.55       289.191        47.513       270.002       137.551
   57609.42059469          4.13          0.20       127.421       -10.728        72.132        79.215
   57609.42351351          2.98          1.73       145.822        51.576        54.720       141.501
   57609.42355458          2.88          0.73       283.247        10.902       277.368       100.931
   57609.42372581          2.92          0.77       211.128        10.340       349.548       100.270
   57609.42534697          3.20          1.10       286.033         2.236       275.216        92.269
   57609.42712400          3.28          0.59       325.039        28.750       236.871       118.827
   57609.42831182          2.87          1.22        78.567        13.966       123.735       103.977
   57609.43698237          3.24          1.70        87.914        28.040       117.493       118.035
   57609.43735976          4.66          0.59       142.345       -19.119        63.264        70.807
   57609.43978881          2.79          0.24       300.206        52.444       266.345       142.497
   57609.44123030          2.92          0.28       106.434        34.443       100.499       124.411
   57609.44145828          2.83          3.12       290.163        85.872       277.966       175.911
   57609.44367436          5.37          1.18        33.515       -24.198       174.375        65.875
   57609.44446686          4.60          0.48       322.359       -20.274       245.770        69.803
   57609.44469123          3.39          0.22       339.393        20.868       228.845       110.954
   57609.44622668          2.92          4.99       137.372        40.010        71.377       129.941
   57609.44688713          4.87          0.50       357.321       -26.034       211.703        64.058
   57609.45016780          4.79          0.29        23.218       -49.877       187.038        40.207
   57609.46310803          5.23          0.20        47.855       -44.791       167.098        45.269
   57609.46584552          3.10          0.61       275.521        66.975       300.546       156.995
   57609.46803148          3.34          0.60        49.773         8.819       166.875        98.872
   57609.46809223          5.02          0.20       135.400       -28.017        81.317        61.915
   57609.46953036          3.24          1.43       260.999        10.032       316.214       100.028
   57609.47248223          2.69          1.30       290.687        54.007       287.682       144.049
   57609.47682696          2.83          0.97        48.881        15.601       170.933       105.654
   57609.47994918          3.15          0.47       279.604        37.056       301.418       127.081
   57609.48017855          5.09          1.94       267.527       -32.596       313.454        57.407
   57609.48127289          4.23          0.23       231.856       -12.163       349.566        77.788
   57609.48182347          3.08          0.49       119.028        35.878       102.562       125.828
   57609.48330100          3.21          0.22       263.806        31.011       318.415       121.012
   57609.48499626          4.76          0.20         4.562       -24.623       218.224        65.469
   57609.48752612          4.27          0.20        29.539        -9.686       194.164        80.392
   57609.48826106          3.16          0.41       308.143        28.075       275.848       118.139
   57609.49226200          4.49          0.20       207.375       -13.900        18.021        76.024
   57609.49258813          2.99          6.19       140.722        17.480        84.791       107.407
   57609.49658358          3.60          0.20       168.847        -7.373        58.125        82.538
   57609.50054315          2.76          0.53        12.982        61.800       215.355       151.883
   57609.50910863          5.28          0.20        10.272       -43.358       221.233        46.734
   57609.51057714          2.85          6.25        79.863        76.945       151.775       166.949
   57609.51093291          2.69          1.01       135.253         1.793        96.896        91.724
   57609.51622669          3.15          0.35       125.126         4.671       108.930        94.613
   57609.52016948          5.13          0.36       235.723       -41.710       359.685        48.243
   57609.52219831          2.96          0.49       157.577        -3.051        78.642        86.863
   57609.52326353          2.84          0.48       121.110        27.953       115.453       117.900
   57609.52413463          3.14          0.42       352.592        -2.049       244.315        88.045
   57609.52501001          4.65          0.20        80.240       -25.944       157.035        64.066
   57609.53000480          2.19          1.33       211.127        15.374        27.919       105.303
   57609.53263043          5.69          0.27       126.794       -60.176       113.315        29.764
   57609.53358225          3.12          0.39        11.331         1.204       228.987        91.294
   57609.53508387          4.36          0.50        52.609       -14.424       188.276        75.628
   57609.53759416          3.14          3.28       317.852        65.953       284.029       156.027
   57609.53840694          3.27          0.20       106.326        62.449       135.583       152.414
   57609.54142029          2.78          0.27         0.894        25.193       242.248       115.285
   57609.54226422          3.17          1.59       332.382        45.335       271.102       135.420
   57609.54687341          2.93          3.34       271.423        35.382       333.757       125.396
   57609.54854279          2.85          0.35       348.328        53.276       257.401       143.367
   57609.55674140          2.89          0.60        49.644        57.226       198.920       147.276
   57609.55704352          2.62          0.90       225.236        59.466        23.676       149.412
   57609.56096259          2.71          2.27        47.135        -0.129       203.071        89.930
   57609.56125131          3.40          0.61       198.248         1.501        52.065        91.417
   57609.56374078          3.12          0.78       128.913        47.839       122.229       137.775
   57609.57165308          2.97          1.43       127.559        28.105       126.475       118.042
   57609.57262856          2.88          2.61         2.368        57.379       252.024       147.469
   57609.57810756          2.98          0.89       318.408        10.680       297.992       100.757
   57609.59148549          2.92          1.53        49.132        25.499       212.056       115.553
   57609.59713958          3.18          0.86       101.648        11.953       161.602       101.927
   57609.59851410          5.12          1.34        74.934       -26.095       188.876        63.926
   57609.59865949          2.94          0.30       201.069         2.962        62.749        92.879
   57609.59944416          5.13          0.46       158.904       -69.256       105.277        20.652
   57609.60117253          4.40          0.26       144.027       -14.450       120.712        75.471
   57609.61003925          5.00          0.20       292.208       -62.805       335.539        27.237
   57609.61222010          3.06          0.36        56.336        35.625       212.314       125.669
   57609.61774726          4.98          0.20       117.800       -48.994       153.004        40.957
   57609.62188101          4.85          0.21       276.859       -26.243       355.287        63.775
   57609.62698162          3.57          1.31       343.923        18.534       290.116       108.628
   57609.62764248          2.83          6.85       245.885        65.064        28.579       155.038
   57609.62790905          2.90          2.65       134.214        43.638       140.106       133.568
   57609.63353330          2.76          0.84        86.983        41.999       189.339       131.995
   57609.63616429          2.94          0.42       164.960         3.221       112.396        93.129
   57609.63708065          4.55          0.38       167.647       -12.917       110.044        76.990
   57609.64477985          3.07          1.54       314.500         5.034       325.962        95.108
   57609.64821722          2.69          0.57       307.789         5.744       333.916        95.809
   57609.65195801          3.49          0.22       272.062        -6.500        10.977        83.511
   57609.65771715          3.26          0.55        33.907         1.954       251.223        92.031
   57609.65875594          5.07          0.37        58.382       -22.592       227.162        67.456
   57609.66044500          2.81          0.31       307.554         5.930       338.566        95.995
   57609.66060281          2.97          0.26       171.728         9.437       114.449        99.343
   57609.66545898          2.68          1.21       355.716         8.222       292.207        98.319
   57609.67065881          2.71          0.62       277.809        13.285        12.013       103.306
   57609.67462122          3.60          1.15       269.862        31.856        21.429       121.866
   57609.67566383          3.75          0.25        28.195        -2.158       263.417        87.926
   57609.67968736          3.00          1.55       138.741        40.570       154.280       130.495
   57609.68376102          3.15          0.77       248.206        11.984        46.345       101.957
   57609.68445881          3.51          0.39        60.869        40.685       233.844       130.724
   57609.68627914          4.68          0.20        51.398       -23.219       244.080        66.840
   57609.69007510          2.94          1.10       289.683        37.789         7.194       127.830
   57609.69355071          3.05          0.58       110.615        -0.529       187.459        89.433
   57609.69631465          2.78          0.66        69.460        33.533       229.547       123.561
   57609.69715294          3.25          1.82       311.712        43.916       347.715       133.986
   57609.69923951          3.00          0.22       181.135         0.339       118.991        90.244
   57609.69969742          3.45          0.52       151.508        20.302       148.769       110.216
   57609.70027007          2.87          0.83       340.867        25.307       319.633       115.401
   57609.70568600          3.15          0.45       171.810        12.933       130.641       102.839
   57609.70616966          4.57          0.21       230.974       -25.809        71.611        64.134
   57609.70898978          3.94          0.38       317.604        -6.638       346.025        83.439
   57609.71140686          4.66          0.20       289.817       -12.096        14.673        77.943
   57609.71146602          5.62          0.32       179.367       -28.194       125.171        61.709
   57609.71397837          2.93          0.58        80.365        13.894       225.057       103.906
   57609.71487639          2.94          0.44       202.607        35.296       103.191       125.213
   57609.71904081          2.76          1.23        37.459        32.383       269.770       122.455
   57609.72031639          4.46          0.33       279.055       -14.756        28.645        75.265
   57609.72053089          3.12          0.67       273.319         8.909        34.499        98.922
   57609.72180848          5.03          0.20       197.131       -55.074       111.095        34.831
   57609.72381448          3.28          0.32       262.378         6.272        46.622        96.266
   57609.72974346          3.34          0.38       196.200         8.112       114.940        98.022
   57609.73070911          2.86          1.08       153.459        14.127       158.018       104.040
   57609.73259719          4.72          0.23        83.145       -19.114       229.055        70.896
   57609.73666731          2.89          0.97       137.750        22.480       175.863       112.406
   57609.73686288          2.59          2.33         1.657        84.229       311.936       174.322
   57609.73752914          3.02          0.70       182.660        37.287       131.296       127.193
   57609.73963582          2.72          0.28       177.763        23.944       136.946       113.850
   57609.75873253          4.22          0.29        16.803       -17.024       304.802        73.072
   57609.76097263          2.88          1.46       296.555        10.516        25.862       100.565
   57609.76555483          2.73          1.23        69.456        31.532       254.550       121.562
   57609.76893685          3.03          1.93       313.203        37.214        12.124       127.285
   57609.76988330          5.24          0.20       253.460       -51.585        72.039        38.388
   57609.77128601          3.01          1.30       203.989         9.225       122.150        99.140
   57609.77334623          4.70          0.20       248.752       -18.737        78.088        71.231
   57609.77568653          4.86          0.20       322.973       -43.855         4.684        46.226
   57609.77903851          4.88          0.20       326.921       -38.898         1.960        51.187
   57609.78430678          2.80          0.31       309.059        37.531        21.821       127.596
   57609.78457705          6.00          2.29       217.519       -53.620       113.326        36.301
   57609.78691167          4.47          0.30       195.756       -78.625       135.882        11.277
   57609.78951892          3.46          0.57        28.761         2.906       303.946        92.992
   57609.79098332          2.93          1.34        94.416         7.969       238.815        97.960
   57609.79421708          2.66          0.84        15.367        19.794       319.027       109.887
   57609.79924856          2.80          0.61        25.270        54.630       310.889       144.714
   57609.80485345          2.64          1.63        13.423        44.984       324.795       135.076
   57609.80800098          4.84          0.20       257.451       -24.945        81.884        65.036
   57609.81179765          2.96          0.57       245.918        17.219        94.861       107.184
   57609.81366131          2.75          2.95        90.990        20.690       250.404       110.687
   57609.81821609          3.10          0.94        27.704         2.936       315.362        93.023
   57609.82222830          3.43          0.91        91.255         5.383       253.258        95.380
   57609.82362543          5.49          0.20       158.321       -48.789       186.750        41.120
   57609.83015678          3.42          1.07       234.069         6.157       113.320        96.103
   57609.83107330          5.30          0.35       324.189       -60.964        23.412        29.117
   57609.83421385          3.04          0.32       183.286        21.648       165.566       111.554
   57609.83682631          4.79          0.20         6.001       -20.903       343.788        69.197
   57609.83829490          4.94          0.36       190.158       -22.077       160.157        67.827
   57609.84045611          5.16          0.20       244.523       -23.651       106.535        66.307
   57609.84403933          2.84          0.45        83.774        17.674       268.591       107.684
   57609.84736872          2.79          0.38       134.948         6.996       218.644        96.928
   57609.84806781          3.97          0.25       329.768        -8.429        24.066        81.657
   57609.85219150          3.03          0.71       184.699        19.425       170.643       109.331
   57609.85270481          2.93          0.67       100.905         8.580       254.606        98.562
   57609.85355822          2.97          0.92       191.687        -2.397       164.144        87.510
   57609.85563384          2.97          0.81       154.858        12.834       201.716       102.748
   57609.85645046          3.10          0.26       188.768        21.446       168.114       111.353
   57609.85853935          2.97          0.57       192.009        74.509       165.702       164.419
   57609.85883588          2.54          1.15         0.793        50.672       356.933       140.767
   57609.86064141          3.36          0.55       250.240        25.280       108.187       115.251
   57609.86791396          2.91          1.73       114.968        26.193       246.005       116.152
   57609.87125206          3.09          0.38       104.794         1.034       257.425        91.011
   57609.87377705          2.64          2.40       310.706        24.643        52.449       114.708
   57609.87523133          2.92          0.56       213.751        15.114       149.916       105.037
   57609.88484390          2.80          2.42        36.644        23.801       330.452       113.878
   57609.88777796          2.73          0.58       341.011        25.047        27.180       115.139
   57609.89230253          4.91          0.20       253.503       -27.262       116.262        62.709
   57609.89654980          3.22          0.91       223.928        12.235       147.434       102.168
   57609.90000150          2.99          0.91         7.823        11.692         4.765       101.789
   57609.91019462          2.76          0.83       276.492         2.320        99.781        92.331
   57609.91053108          3.00          1.37       327.903        48.832        48.543       138.912
   57609.91061968          2.48          0.84       333.702        14.985        42.732       105.072
   57609.91206610          3.39          0.60       276.198        13.347       100.769       103.359
   57609.91887271          2.65          1.42        32.379        15.950       347.012       106.032
   57609.92127281          3.18          2.51       105.996        37.205       274.212       127.180
   57609.93294662          3.08          1.92       183.238        19.848       201.253       109.756
   57609.93488484          5.29          0.68       331.475       -45.973        53.655        44.113
   57609.93548972          4.08          0.26       348.204       -11.791        37.191        78.304
   57609.94394860          5.37          0.41       253.059       -46.198       135.301        43.770
   57609.94603981          3.12          0.33       352.269        14.059        36.944       104.154
   57609.95269829          4.93          0.20        18.535       -73.853        13.169        16.242
   57609.95436656          2.83          0.72       256.358         3.206       135.864        93.183
   57609.95880889          3.18          0.45        71.510         2.634       322.311        92.668
   57609.95919645          2.88          0.60       120.935        25.470       272.994       115.424
   57609.96237988          3.02          1.28       319.975         6.870        75.139        96.942
   57609.96974649          5.18          0.20        85.646       -67.674       312.362        22.340
   57609.97294087          3.10          1.61       175.563        17.792       223.362       107.700
   57609.97558794          3.00          1.12        85.005        60.208       314.718       150.215
   57609.98018069          3.14          0.90        24.798        56.603        16.680       146.686
   57609.98050557          2.89          0.29       109.276        -4.065       292.390        85.908
   57609.98435705          2.73          0.82       282.925        69.964       120.360       159.985
   57609.98774167          4.47          0.20       156.890        -9.315       247.388        80.601
   57609.98878845          3.13          0.26       194.935        54.138       209.744       144.052
   57609.99330346          2.96          0.86       224.159        17.142       182.135       107.077
   57609.99645175          2.67          1.13         3.568         5.395        43.839        95.490
   57610.00108490          3.04          2.88        61.819        50.316       347.170       140.360
   57610.00503715          3.16          0.88       232.030         7.907       178.490        97.850
   57610.00767284          3.01          0.78       297.838        10.942       113.634       100.985
   57610.01183347          3.07          1.49        39.538        37.587        13.381       127.658
   57610.02211049          3.37          0.67        81.823        25.496       334.811       115.512
   57610.02736844          4.80          0.20       164.746       -62.667       253.889        27.243
   57610.02825448          2.91          2.12       168.760        51.953       250.112       141.866
   57610.03124064          4.05          0.23       171.733       -12.867       248.244        77.043
   57610.03276189          3.15          0.45       122.256        28.394       298.226       118.349
   57610.03365227          4.51          0.20       190.590       -19.891       230.248        70.018
   57610.03365562          2.65          0.90       329.962        17.622        90.889       107.701
   57610.03768931          4.99          1.28       352.903       -73.991        69.329        16.104
   57610.04206950          2.70          1.64       274.909        64.433       149.152       154.441
   57610.04796036          5.09          0.27        31.885       -62.633        34.205        27.452
   57610.05383234          3.17          0.92        56.572        14.917        11.534       104.971
   57610.05835395          2.93          2.44       330.474        87.425       100.253       177.501
   57610.06214718          4.64          0.20       147.084       -47.335       284.106        42.591
   57610.06262800          2.93          1.36       174.420         0.220       256.884        90.132
   57610.06461292          2.79          0.90       314.549        46.159       117.529       136.222
   57610.06558899          4.15          0.20       251.789        -8.273       180.564        81.697
