#     MJD[days]  log10(E/GeV)   AngErr[deg]       RA[deg]      Dec[deg]  Azimuth[deg]   Zenith[deg]
   55737.02439906          3.95          0.29       350.028       -15.994        21.415        74.076
   55737.02651624          3.03          0.94       178.508        -3.131       193.705        86.799
   55737.02663215          3.07          0.31       213.107        19.272       159.156       109.213
   55737.02732744          2.93          0.39        23.091        -8.427       349.419        81.640
   55737.03090323          3.01          0.43       346.884         0.743        26.911        90.810
   55737.03231520          2.92          0.32        15.263        -8.316       359.046        81.753
   55737.03373942          2.67          0.96        94.365        32.204       280.418       122.202
   55737.03556715          5.62          1.39        84.873       -53.992       290.711        36.018
   55737.03840376          4.78          4.20       192.929       -23.148       183.568        66.781
   55737.04020858          3.34          1.23       342.571        24.831        34.593       114.894
   55737.04178332          3.08          1.14       264.399       -76.491       113.013        13.498
   55737.04520927          2.78          1.28       327.313        44.586        51.683       134.640
   55737.04530160          3.01          0.76       188.324        18.981       190.671       108.913
   55737.04708339          2.78          0.59       250.507        44.859       129.187       134.834
   55737.05075299          2.88          0.63        58.858        10.261       322.097       100.299
   55737.05158647          3.90          1.63        12.529       -78.611         8.794        11.463
   55737.05277846          2.86          0.42       204.944        46.422       176.772       136.361
   55737.05496618          2.86          0.27       238.061        40.075       144.463       130.037
   55737.06760418          4.04          0.44        90.860       -46.185       296.264        43.818
   55737.06917909          3.04          3.25       307.529        17.614        80.097       107.652
   55737.06963001          2.55          3.18       335.616        33.172        52.178       123.230
   55737.07048679          3.02          0.45       161.861        52.708       226.194       142.648
   55737.07317145          2.92          0.32       277.245        55.129       111.898       145.133
   55737.07348470          4.77          1.43       141.134       -49.877       248.094        40.069
   55737.07439831          4.38          0.36       281.970       -28.029       107.484        61.982
   55737.07671405          3.31          0.77       207.662        19.160       182.678       109.099
   55737.07750089          2.17          1.59        63.891         1.884       326.729        91.918
   55737.08148218          2.93          2.36       239.157         3.898       152.896        93.859
   55737.08399354          2.63          0.91       141.435        -1.097       251.530        88.852
   55737.08400530          3.10          0.78       206.708        19.860       186.264       109.799
   55737.09522032          2.84          0.62       305.298        -0.413        91.710        89.623
   55737.09599630          3.11          0.62       335.611        43.313        61.710       133.370
   55737.09697978          4.68          1.09       122.629       -31.208       275.061        58.758
   55737.09978110          3.00          0.96        88.950        43.436       309.653       133.441
   55737.10059067          2.89          1.17       203.826        18.164       195.132       108.102
   55737.10111169          3.09          0.44       318.747         9.220        80.397        99.268
   55737.10172543          3.06          1.55       120.638         4.287       278.724        94.256
   55737.10196853          3.04          0.77        93.606        34.996       305.802       124.996
   55737.10259259          3.18          1.96       213.854        43.420       185.849       133.364
   55737.10527811          3.12          0.72       225.501         6.893       175.145        96.843
   55737.10817198          4.93          0.80        65.445       -43.344       336.307        46.690
   55737.11485022          2.85          0.47       229.408        -8.903       174.680        81.048
   55737.12108909          3.55          0.23       315.555       -14.317        90.779        75.729
   55737.12401703          2.83          0.43       258.394        -5.725       149.002        84.257
   55737.12409743          3.15          0.33       334.698         8.978        72.743        99.037
   55737.12482705          5.40          3.60        66.520       -28.229       341.218        61.804
   55737.12908583          2.88          3.17       171.381         9.718       237.855        99.654
   55737.13111140          4.97          0.40       281.755       -42.802       128.145        47.207
   55737.13766211          4.83          4.36       204.165       -61.257       208.123        28.675
   55737.13922528          2.77          0.57       244.941        34.875       167.992       124.843
   55737.14094963          5.65          1.72        32.481       -50.123        21.082        39.940
   55737.14585711          4.66          0.56       272.203       -26.500       143.050        63.497
   55737.14606487          4.74          0.99       258.591       -78.441       156.435        11.540
   55737.15105359          3.43          0.35        63.540       -76.144       353.879        13.893
   55737.15557877          4.99          1.33       197.213       -59.040       221.562        30.891
   55737.15773156          2.86          1.64        84.711        10.726       334.861       100.737
   55737.16325344          4.60          1.46       358.263       -22.107        63.306        67.961
   55737.16414352          2.87          1.96       249.433        12.272       172.468       102.245
   55737.16636605          4.68          0.20        29.876       -53.268        32.862        36.796
   55737.16690986          2.84          0.97       327.396        -1.017        95.492        89.036
   55737.17104223          2.79          0.67         7.525        23.208        56.858       113.272
   55737.17395919          4.03          0.20        13.738       -12.896        51.703        77.170
   55737.17607712          2.78          0.70       196.935         4.424       229.266        94.361
   55737.18436394          3.26          1.90       102.737        19.965       326.439       109.956
   55737.18907485          4.16          0.37       121.898       -60.426       309.107        29.542
   55737.18930573          4.33          0.75       241.603       -36.267       189.328        53.696
   55737.19077640          3.06          1.57       241.280        72.459       190.384       162.426
   55737.19412065          2.91          0.42         0.496         4.777        72.219        94.842
   55737.19415554          4.90          0.27       137.154       -67.921       295.702        22.032
   55737.19516243          2.69          0.69       251.173         6.729       181.920        96.704
   55737.19846119          2.92          0.54         2.848         9.230        71.434        99.294
   55737.19947992          4.55          0.42        97.989       -78.565       337.008        11.431
   55737.20519722          3.14          0.37       149.016        19.968       287.687       109.917
   55737.20645894          3.30          0.31       208.147        58.891       229.060       148.837
   55737.20772090          4.86          0.20       343.227       -24.876        94.385        65.187
   55737.20796317          4.36          0.24       214.393       -12.946       223.308        76.998
   55737.20803286          3.04          0.28        83.863        41.846       353.825       131.858
   55737.21173653          2.95          1.06       254.187        20.280       184.903       110.259
   55737.21605396          4.71          0.62       264.479       -24.350       176.119        65.639
   55737.21681818          2.83          2.35       237.609        31.739       203.325       121.703
   55737.22218832          3.10          0.23        27.986        19.240        54.854       109.297
   55737.22446828          2.95          0.53       234.794        16.825       208.887       106.786
   55737.22512760          4.53          0.47       105.582       -68.785       338.503        21.201
   55737.22533642          4.73          0.21       109.957       -36.574       334.078        53.408
   55737.23283659          3.02          0.57       321.804        49.732       124.932       139.776
   55737.23469946          3.08          1.13       158.012        16.258       289.346       106.202
   55737.23750000          2.83          0.53        86.033        31.790         2.309       121.798
   55737.24251193          4.45          0.53       321.006       -22.021       129.156        68.027
   55737.24570707          5.16          0.37       259.125       -38.731       192.156        51.252
   55737.24923696          3.01          0.72       340.080        15.910       112.536       105.967
   55737.25276672          4.93          0.20       218.209       -53.871       235.622        36.073
   55737.25284785          2.90          2.34       120.606        44.812       333.259       134.785
   55737.25412108          4.08          0.36       266.759       -15.123       187.593        74.870
   55737.26044071          5.02          0.82        90.749       -33.796         5.956        56.208
   55737.26088038          4.75          0.83       337.755       -27.175       119.043        62.884
   55737.26465304          5.40          1.93       123.358       -71.165       334.993        18.802
   55737.26917825          4.73          0.83       151.540       -52.324       308.318        37.620
   55737.27023231          2.84          0.25        96.594        -0.392         3.602        89.605
   55737.27032471          4.79          0.83       253.753       -39.969       206.414        50.009
   55737.27392431          3.44          0.34        68.737         7.572        32.783        97.597
   55737.27539355          3.71          3.07       343.396        56.999       118.687       147.053
   55737.27612314          5.26          0.38       216.309       -40.289       245.975        49.656
   55737.27843791          3.84          0.20       324.133       -14.326       139.006        75.724
   55737.28018604          2.86          0.38       140.390         9.994       323.389        99.949
   55737.28024394          4.30          0.32       282.117       -26.835       181.650        63.175
   55737.28283588          3.64          0.20       170.666       -14.298       294.079        75.640
   55737.28297458          2.87          1.70       218.670        21.398       246.130       111.349
   55737.28399324          2.98          0.60       241.320        -0.053       223.833        89.914
   55737.28833354          2.80          2.03       115.609        16.316       351.104       106.293
   55737.29086806          3.17          3.09       354.330        20.364       113.312       110.424
   55737.29533574          4.79          0.35       349.969       -39.527       119.270        50.537
   55737.29657477          3.08          0.73         2.926         9.419       106.774        99.480
   55737.29678256          3.06          0.32       233.544        31.720       236.255       121.683
   55737.30030134          5.13          0.36       147.635       -55.859       323.468        34.087
   55737.30258132          4.33          0.34        35.771       -58.777        76.157        31.279
   55737.30320657          3.32          0.37       162.749         8.645       309.343        98.588
   55737.30494219          3.30          0.50       284.953       -59.235       187.655        30.779
   55737.30539417          2.69          2.03       113.210        31.916       359.644       121.896
   55737.30810288          4.63          0.20       147.059       -72.114       326.924        17.831
   55737.31493060          4.52          0.60        30.671       -25.436        85.671        64.620
   55737.31662083          4.60          0.25       213.254       -28.592       263.661        61.353
   55737.31965279          5.53          0.26        67.155       -35.477        50.921        54.551
   55737.32372715          5.16          0.22       222.489       -56.082       256.947        33.868
   55737.32444500          2.94          0.49        20.401        31.521        99.350       121.576
   55737.32928300          3.06          2.21        99.621        48.906        21.824       138.898
   55737.32971147          3.26          0.27       143.108       -29.785       338.579        60.165
   55737.32988509          2.61          2.72       261.132        46.199       220.646       136.188
   55737.33017381          5.05          0.34        57.641       -30.121        64.221        59.916
   55737.33732674          3.63          0.20       184.620        -9.496       299.790        80.443
   55737.34145946          4.03          0.20       309.068       -21.675       176.810        68.364
   55737.34260490          5.35          1.69       260.027       -49.164       226.211        40.823
   55737.34268600          5.05          0.57        25.603       -64.501       100.798        25.560
   55737.34287126          5.21          3.51       305.237       -23.592       181.147        66.443
   55737.34579888          2.73          0.95       284.268        15.121       203.211       105.134
   55737.34829941          2.95          0.53       104.361        43.083        23.962       133.071
   55737.34853119          4.42          0.27       255.031       -21.906       233.395        68.076
   55737.35263921          3.92          1.04       337.367       -16.660       152.561        73.397
   55737.35646998          4.08          0.82       133.065       -14.935       358.272        75.024
   55737.35656343          3.30          0.49       213.681        26.108       277.686       116.059
   55737.36173620          3.07          0.29       350.173        50.153       143.061       140.208
   55737.36743064          5.20          0.89       307.239       -44.876       187.983        45.162
   55737.36974554          3.78          0.27       156.431        65.358       339.633       155.308
   55737.37246545          2.97          0.31       301.271        -8.637       195.811        81.394
   55737.37291685          4.68          1.11       130.314       -20.474         6.966        69.486
   55737.37796381          2.86          0.58       217.836        27.460       281.258       117.414
   55737.37825341          3.34          0.20       264.943       -13.066       234.222        76.927
   55737.37835735          4.49          0.20       248.099       -27.471       251.088        62.505
   55737.38064837          2.86          1.47        26.425        79.158       113.498       169.207
   55737.38258131          3.11          0.65       162.414        30.904       338.324       120.849
   55737.38858847          4.79          1.00       281.728       -23.112       221.156        66.900
   55737.39209574          3.40          0.44       180.431         6.110       323.751        96.050
   55737.39224604          3.35          0.59       189.024        20.658       315.214       110.600
   55737.39436416          2.87          0.63       124.222        53.156        20.719       143.125
   55737.39503536          3.71          0.36       103.202       -28.940        42.079        61.047
   55737.39757041          2.99          0.31       287.623         2.499       218.531        92.517
   55737.39868067          4.32          0.65       316.654       -28.005       189.877        62.041
   55737.40321843          2.91          0.67       236.782        23.243       271.431       113.212
   55737.40663307          3.10          0.52       290.092        49.533       219.395       139.552
   55737.40750053          5.16          0.61       346.862       -42.053       162.865        48.010
   55737.40769731          5.23          3.08       230.141       -43.589       279.622        46.370
   55737.40939888          5.03          0.24        73.757       -64.054        76.801        25.965
   55737.41084513          3.55          0.22       263.597       -12.844       247.333        77.149
   55737.41184118          5.73          0.56       140.675       -57.471        10.700        32.479
   55737.41519731          3.16          0.80       329.553        20.616       182.975       110.666
   55737.41549874          2.98          1.64       156.439        56.128       356.160       146.076
   55737.41606483          4.67          0.26       203.985       -47.432       308.818        42.510
   55737.41698010          2.85          0.40       296.405        18.967       216.772       108.994
   55737.41785942          2.87          0.34       131.281        11.922        22.195       101.883
   55737.41794068          2.74          2.51       242.043        -0.863       271.462        89.109
   55737.41906328          5.50          1.60       258.523       -51.375       255.310        38.613
   55737.41966479          2.81          3.04       189.071        43.514       325.071       133.459
   55737.41979215          3.30          0.61        23.501        36.570       130.663       126.622
   55737.41991941          5.11          1.58       142.234       -35.081        12.021        54.868
   55737.42386653          3.14          1.00       245.939        46.051       269.761       136.029
   55737.42480367          2.99          0.54        39.013        33.848       116.954       123.891
   55737.42497726          4.11          0.22       266.965       -12.673       249.067        77.324
   55737.42610016          2.78          0.52       285.264        -6.053       231.181        83.964
   55737.42708388          2.98          1.18       155.398        21.354         1.406       111.301
   55737.42867010          2.90          2.96       126.205         6.659        31.178        96.623
   55737.42879679          2.86          0.40        49.401        20.407       108.016       110.444
   55737.43180558          2.82          0.89         9.553         3.343       148.963        93.402
   55737.43607708          4.30          0.20       232.010       -49.170       287.986        40.792
   55737.43611197          5.20          2.38        93.944       -67.880        66.289        22.114
   55737.43880794          4.62          0.36       291.201       -25.746       229.810        64.278
   55737.43938741          3.76          0.30       169.080       -15.500       352.176        74.439
   55737.44003567          2.89          0.99       215.886        13.137       305.606       103.090
   55737.44018521          4.75          0.47       235.731       -55.453       285.729        34.512
   55737.44222323          4.14          0.20       267.844       -45.707       254.363        44.292
   55737.44224557          5.15          0.20        52.274       -43.607       110.063        46.432
   55737.44522012          2.86          1.46       138.946        68.626        24.325       158.584
   55737.44644692          4.71          0.46       326.006       -63.981       197.721        26.074
   55737.44902870          5.05          0.32        78.477       -33.866        86.303        56.145
   55737.45075338          2.93          0.39       322.715        41.120       202.666       131.167
   55737.45420242          3.02          1.29        37.052         4.818       129.548        94.865
   55737.45444509          3.07          0.65       150.320        24.591        16.358       114.540
   55737.45541752          2.89          0.77       132.337        -6.291        34.711        83.667
   55737.45667854          3.00          0.66       324.770         8.024       202.726        98.074
   55737.45795233          3.14          0.43       355.579         1.948       172.375        92.008
   55737.45831051          3.95          0.22       203.786       -25.271       324.283        64.673
   55737.46159753          3.33          0.41       339.908        -9.484       189.356        80.575
   55737.46687530          2.63          0.81       261.811         3.693       269.363        93.687
   55737.46935244          2.88          0.55       250.491        30.921       281.607       120.905
   55737.46974630          3.08          1.41       291.702         1.446       240.506        91.470
   55737.47363505          3.84          0.34       141.396       -37.978        32.252        51.971
   55737.47434039          4.62          0.45       246.961       -29.199       286.872        60.779
   55737.47526622          3.35          0.83       217.756        -4.150       316.442        85.804
   55737.47613448          3.07          0.91       129.165        47.020        45.311       136.982
   55737.47877356          4.73          0.23       226.380       -44.061       309.041        45.896
   55737.48133196          4.32          0.21        85.016       -21.006        91.408        68.997
   55737.48515119          3.92          0.21        17.108         6.615       160.663        96.671
   55737.48922500          2.87          0.52       268.916        50.691       270.393       140.693
   55737.49321803          5.58          0.50       316.172       -53.161       224.453        36.888
   55737.49383196          4.56          0.36       154.330       -26.384        26.591        63.558
   55737.49998911          3.02          0.93       178.778        13.133         4.352       103.073
   55737.50045187          2.87          1.70       123.701        32.839        59.569       122.804
   55737.50113521          2.86          0.33        82.354        42.285       101.141       132.290
   55737.50182905          4.08          0.25       102.664       -13.015        81.148        76.969
   55737.50256947          5.91          2.71        28.503       -44.516       155.592        45.540
   55737.50942213          2.69          0.59        14.281        12.679       172.250       102.737
   55737.51319558          3.51          0.24       258.582       -14.082       289.294        75.910
   55737.52011686          3.01          0.85       357.281         4.079       193.113        94.140
   55737.52156297          3.20          0.38       261.935        16.911       288.995       106.907
   55737.52601924          2.85          0.24       187.472         4.535         5.054        94.475
   55737.53071834          5.08          0.54       279.546       -35.908       274.626        54.107
   55737.53248882          5.06          0.37        72.559       -50.091       122.382        39.925
   55737.53545140          3.03          0.69       348.068        37.225       207.867       127.283
   55737.54070671          3.13          0.36       220.394         8.238       337.436        98.194
   55737.54225729          5.07          0.20       230.194       -33.057       328.155        56.905
   55737.54992003          4.12          1.11       293.627       -50.865       267.450        39.166
   55737.55950315          2.93          0.71       159.953        -7.388        44.664        82.552
   55737.56152840          4.63          0.33       226.080       -60.044       339.172        29.913
   55737.56251164          3.51          0.28        58.985        16.339       146.702       106.366
   55737.56497737          3.54          0.32       214.872       -14.402       351.703        75.548
   55737.56765084          2.90          0.32       166.740        38.314        40.809       128.256
   55737.56936350          4.64          0.20       254.778       -46.125       313.323        43.863
   55737.57445641          3.25          0.24       171.968         1.285        38.043        91.223
   55737.57515117          4.67          0.68        81.980       -50.215       128.365        39.789
   55737.57769762          2.78          1.31       258.355        -4.272       312.815        85.721
   55737.57774360          2.84          2.30       333.977        15.253       237.223       105.310
   55737.57804466          2.97          0.44       207.112        16.307         4.201       106.255
   55737.57913213          4.15          0.20       177.507       -18.434        34.191        71.501
   55737.57986193          3.79          0.51       111.403       -12.522       100.577        77.450
   55737.58297464          2.79          1.63       211.767        17.149         1.327       107.099
   55737.59368102          2.86          0.58       115.385        22.623       101.549       112.591
   55737.59696764          3.11          1.39       139.809         3.809        78.329        93.758
   55737.59833333          3.34          1.90       236.994        -4.275       341.627        85.695
   55737.59888897          4.76          0.48       123.229       -19.814        95.624        70.146
   55737.60222244          3.22          0.73       243.629        14.669       336.416       104.647
   55737.60548679          2.79          0.73       230.448        21.876       350.781       111.841
   55737.60648256          5.53          0.80       162.413       -42.281        59.174        47.653
   55737.61490828          5.38          0.72       229.113       -59.587       355.403        30.372
   55737.61701471          4.77          0.65       241.769       -70.348       343.424        19.624
   55737.62108816          3.03          1.05        43.505         7.126       183.337        97.168
   55737.62275565          4.27          0.36       212.892       -21.759        14.535        68.188
   55737.62366900          3.17          1.21       318.444        37.639       269.356       127.689
   55737.62432873          2.89          1.22       195.189        48.092        32.849       138.036
   55737.62585687          4.47          0.36       322.712       -42.222       265.817        47.835
   55737.63461866          3.10          1.77       136.351        -0.994        95.382        88.955
   55737.63790545          4.53          0.20        61.701       -45.308       171.281        44.720
   55737.64605356          2.98          1.14       292.516        12.555       303.347       102.585
   55737.64804506          2.95          1.98       238.248        52.894       358.397       142.868
   55737.64952552          4.35          0.56       257.570       -16.841       339.515        73.150
   55737.64957215          2.80          0.90       199.209        27.039        37.930       116.982
   55737.65275487          2.95          1.77        96.758        17.917       141.502       107.903
   55737.65608904          2.87          0.36       340.461        -9.610       259.013        80.455
   55737.65846112          4.89          1.71        55.087       -30.780       185.287        59.254
   55737.65995404          2.95          1.79       130.517        20.415       110.345       110.369
   55737.66349601          2.89          0.22       121.214        35.723       120.907       125.685
   55737.66478095          2.92          0.28        54.632        -6.851       187.996        83.183
   55737.66686450          3.55          0.38        29.167        -9.864       214.211        80.192
   55737.67143524          3.04          0.38       113.593       -12.308       131.444        77.660
   55737.67666682          3.09          0.65       239.426        -3.143         7.474        86.828
   55737.67959588          2.91          2.89       358.776        40.785       249.184       130.848
   55737.68118119          4.00          0.20       119.597       -25.971       128.972        63.990
   55737.68528947          4.95          0.35       121.340       -36.639       128.726        53.320
   55737.68568317          5.74          0.58        66.223       -44.392       184.007        45.631
   55737.68906274          2.67          0.72       232.161         7.762        19.224        97.727
   55737.69026687          3.97          0.28       338.986       -19.086       272.822        70.980
   55737.69620434          3.03          0.32       339.780         9.615       274.180        99.679
   55737.69728035          3.49          0.30        51.297        20.726       203.034       110.762
   55737.70009287          4.81          0.20       177.581       -64.727        77.778        25.201
   55737.70236214          2.90          3.93        49.660         5.585       206.521        95.624
   55737.70372744          3.74          0.22        29.901         5.065       226.774        95.120
   55737.70461819          4.36          0.46        98.294       -39.673       158.765        50.311
   55737.70586819          3.16          0.96        57.925        31.778       199.491       121.807
   55737.71156267          3.68          0.48        22.508       -37.194       237.022        52.869
   55737.71490816          3.08          0.34        28.368        56.015       232.292       146.068
   55737.71523241          2.97          0.65       110.175        26.341       150.629       116.313
   55737.71840340          3.01          2.29        87.034        47.161       174.874       137.158
   55737.71901686          3.54          0.30       149.226       -15.325       112.981        74.613
   55737.72258155          4.62          0.23       266.439       -33.406       356.991        56.595
   55737.72340319          2.74          2.22        63.346        33.967       200.395       123.991
   55737.72570605          4.68          0.22       215.939       -54.084        48.603        35.861
   55737.72673648          3.61          1.07       215.800        -9.890        49.171        80.057
   55737.72787122          4.69          0.57       134.909       -21.878       130.504        68.068
   55737.72902828          3.17          2.61       213.418         2.569        52.390        92.515
   55737.72932906          3.01          0.45       102.563        45.272       163.296       135.253
   55737.72992012          4.08          0.21       344.990       -20.240       281.134        69.829
   55737.73089167          3.23          0.38        46.763         1.804       219.721        91.846
   55737.73130796          3.71          0.83       196.590       -87.409        69.448         2.522
   55737.73230324          4.04          0.58       109.782       -36.225       157.262        53.746
   55737.73449095          4.52          0.20       118.674       -44.471       149.170        45.490
   55737.73618117          3.40          0.21       294.685       -22.981       333.675        67.053
   55737.74078815          3.02          0.41       211.369        41.698        58.718       131.646
   55737.74382024          3.04          0.69        64.902         4.024       206.247        94.048
   55737.75105356          2.72          0.97        45.532         8.044       228.224        98.088
   55737.75931760          3.90          0.20        25.736       -19.352       251.021        70.710
   55737.76106497          4.78          0.75       265.954       -34.399        11.365        55.601
   55737.76219984          2.98          1.17       259.871        19.284        17.930       109.278
   55737.76243058          3.21          1.12       114.653        51.392       163.146       141.360
   55737.77163306          3.81          0.26       258.716        -9.950        22.455        80.041
   55737.77397030          3.12          0.30       192.680         4.903        89.353        94.837
   55737.77434091          3.22          0.29       103.958        14.520       178.197       104.499
   55737.77615819          3.25          0.38       342.240         5.823       300.582        95.890
   55737.77994247          2.88          1.62       294.626         1.921       349.559        91.954
   55737.78369318          3.41          0.88         4.719        34.891       280.816       124.957
   55737.78691064          4.85          0.28       274.015       -67.206        12.510        22.804
   55737.78700312          3.05          0.80        98.210         7.679       188.523        97.665
   55737.79077586          2.77          0.47       188.081        25.587       100.024       115.521
   55737.79157416          4.64          0.25       111.152       -49.533       177.318        40.436
   55737.79513959          4.86          0.52       117.608       -63.269       172.197        26.693
   55737.79670221          2.60          1.46       337.178        38.072       313.075       128.135
   55737.79694476          3.23          0.26       231.819       -16.510        58.485        73.449
   55737.80012806          2.92          0.61       103.354        25.729       188.094       115.709
   55737.80525534          4.67          0.20       148.098       -21.321       145.244        68.615
   55737.80860000          3.04          1.57       343.742        27.588       310.798       117.655
   55737.81326503          4.75          0.31       287.956       -43.221         8.192        46.805
   55737.81428332          5.19          0.22       303.229       -48.995       353.284        41.049
   55737.81603120          5.82          0.43       240.396       -38.927        56.763        51.040
   55737.81717637          5.16          0.27       269.189       -59.781        28.308        30.221
   55737.81888993          3.08          1.12       186.003        62.915       112.266       152.851
   55737.82171338          4.01          0.48       226.425       -14.888        72.823        75.065
   55737.82424803          3.18          1.59       298.543        36.346         1.677       126.381
   55737.82825242          4.76          0.39       289.626       -71.696        11.787        18.333
   55737.83277781          4.80          0.45        76.974       -41.511       226.356        48.503
   55737.84215316          3.04          0.68       333.230        34.004       333.432       124.066
   55737.84253549          2.92          2.17        68.377         2.945       238.407        92.968
   55737.84592631          2.95          0.81       252.512        25.060        55.521       115.043
   55737.84667916          3.46          0.22       274.290         2.401        33.986        92.409
   55737.84755799          2.81          0.75       283.204         1.208        25.388        91.227
   55737.84879723          3.16          1.14        32.492         3.883       276.551        93.941
   55737.85341527          3.00          1.33       195.370        -1.040       115.339        88.893
   55737.85342691          2.97          0.63       204.306        64.192       106.469       154.133
   55737.85587977          3.67          1.50        79.863        -5.667       231.750        84.343
   55737.86483895          3.79          0.20         7.288       -22.503       307.552        67.570
   55737.86552150          3.13          0.76        10.827        25.385       304.247       115.452
   55737.86660975          4.69          0.25       105.440       -50.432       210.125        39.547
   55737.86789369          2.70          1.08       100.322         7.124       215.612        97.109
   55737.86944527          3.05          0.24       260.993         2.479        55.502        92.470
   55737.87413287          2.97          1.50       179.497        59.175       138.696       149.109
   55737.87596084          3.37          0.39       244.730        15.832        74.133       105.804
   55737.87608833          5.83          1.32        11.873       -50.255       307.043        39.818
   55737.87638934          4.57          0.25       293.734       -30.742        25.225        59.289
   55737.87709602          4.45          0.31        28.286       -67.380       291.064        22.687
   55737.88544042          4.80          0.42       183.882       -71.582       138.370        18.341
   55737.88772006          2.83          1.17       226.637        20.262        96.473       110.216
   55737.88993138          4.72          0.22       202.765       -18.719       121.116        71.214
   55737.89436429          5.28          0.25       102.819       -20.761       222.706        69.221
   55737.89450252          4.01          0.50        74.870       -38.433       250.734        51.586
   55737.89570697          2.99          1.53       226.045        -4.543        99.925        85.409
   55737.90122691          4.81          0.20       148.332       -57.247       179.701        32.688
   55737.90408600          3.76          0.20       214.229       -11.460       114.761        78.480
   55737.90603093          4.96          0.26       149.050       -61.758       180.728        28.177
   55737.90865780          3.25          1.94       224.857        -0.943       105.791        89.007
   55737.91033631          3.10          1.03        73.431        31.284       257.792       121.303
   55737.92052102          2.75          0.84       238.488        40.307        96.492       130.272
   55737.92420237          3.85          0.42       300.196        81.802        36.462       171.835
   55737.92459532          4.24          0.41        65.881         1.770       270.528        91.799
   55737.92508106          2.90          0.35       132.248        17.016       204.321       106.969
   55737.92658638          4.33          0.21       338.015       -26.817       359.093        63.251
   55737.92949157          2.80          0.27       209.464        -3.806       128.704        86.132
   55737.93112284          4.97          0.23       318.714       -30.901        20.015        59.155
   55737.93239624          5.75          2.09       209.159       -36.558       130.034        53.377
   55737.93344917          2.77          1.46       129.243        53.680       210.291       143.638
   55737.93427090          2.78          1.23         1.225        19.798       338.673       109.867
   55737.93447958          3.53          1.77       196.043        -7.888       143.927        82.043
   55737.93564858          2.79          0.91        99.009        10.127       241.380       100.117
   55737.94282520          4.75          0.20       137.051       -63.369       206.043        26.576
   55737.94382021          3.43          2.33       257.787        56.672        85.654       146.658
   55737.94839163          2.86          0.58       153.334        37.133       191.641       127.073
   55737.95182938          4.63          0.20       354.245       -24.558       351.987        65.515
   55737.95254713          2.95          0.81       233.575        49.135       112.980       139.094
   55737.95791734          3.39          1.89        49.270        10.464       299.159       100.511
   55737.96779037          4.85          0.23       206.274       -24.092       145.709        65.842
   55737.96829933          3.26          0.27       168.442       -11.433       183.745        78.497
   55737.96985023          5.65          0.67       323.538       -65.482        29.100        24.578
   55737.97212994          4.55          0.20       221.925       -40.673       131.595        49.271
   55737.97214177          4.57          0.28        20.153       -30.016       333.431        60.054
   55737.97394709          3.85          0.21        29.846        17.129       324.367       107.190
   55737.97406284          3.56          0.20       231.496        -7.557       122.756        82.397
   55737.97422458          2.86          2.61       319.076        12.113        35.251       102.165
   55737.98382037          3.23          0.60       248.872        -7.694       108.899        82.279
   55737.98792895          5.28          1.08        60.849       -28.307       298.458        61.731
   55737.98953756          4.83          0.27       239.102       -59.836       120.635        30.124
   55737.99082243          3.05          1.24       178.931        10.869       181.382       100.799
   55737.99424807          3.34          2.53       130.676       -26.067       230.905        63.887
   55737.99546404          3.18          1.27       341.748        19.602        20.247       109.666
   55737.99776672          3.49          0.20       304.830         3.323        57.988        93.362
   55737.99816042          2.92          1.37       325.023         0.619        37.935        90.675
   55738.00187502          2.04          3.40       163.990         7.606       200.312        97.539
   55738.00327659          3.80          0.28       336.278       -16.717        28.519        73.348
   55738.00629649          3.77          0.20       274.670       -19.205        91.198        70.798
   55738.00637779          3.72          0.32        95.279       -89.301       276.888         0.699
   55738.00642422          4.75          0.35       210.508       -53.251       155.387        36.683
   55738.01179475          4.62          0.20         3.845       -70.569         4.044        19.506
   55738.01450285          4.69          0.76       326.514       -79.679        42.103        10.382
   55738.01549787          2.80          1.07       217.814        31.155       151.427       121.100
   55738.01767388          2.82          1.22       176.206        15.643       193.798       105.575
   55738.02223384          3.27          0.72       148.057        65.579       223.515       155.526
   55738.02230355          4.63          1.01         1.224       -29.338        10.451        60.735
   55738.02347334          2.99          0.50        26.601         3.732       345.499        93.795
   55738.02377361          5.46          0.31        94.761       -57.871       277.569        32.126
   55738.03061405          2.73          0.51       191.239        37.556       183.445       127.491
   55738.03324146          4.80          0.20       310.487       -40.617        65.085        49.429
   55738.03581089          2.86          0.88       227.086        41.106       149.505       131.059
   55738.03871612          2.82          1.40       238.079        26.279       139.546       116.241
   55738.03938678          4.05          0.20        68.946       -23.124       308.930        66.906
   55738.04384262          4.62          0.21       129.236       -59.615       250.321        30.341
   55738.04460720          2.81          2.08       239.414        11.413       140.321       101.375
   55738.04659797          3.53          0.20       128.614       -19.931       251.858        70.028
   55738.04701436          3.20          0.87       188.469         2.216       192.128        92.147
   55738.05741944          4.53          1.88       243.256       -28.350       141.060        61.614
   55738.06149392          5.24          0.25         2.218       -42.684        23.605        47.389
   55738.06407421          2.78          0.53        99.628        43.133       287.071       133.126
   55738.06420170          2.49          1.92       144.274        33.749       242.503       123.698
   55738.06458373          3.02          0.55       256.750        23.570       130.212       113.551
   55738.06472302          3.12          2.85       290.923         9.242        96.072        99.263
   55738.06627325          4.92          1.33       124.937       -62.740       262.737        27.221
