#     MJD[days]  log10(E/GeV)   AngErr[deg]       RA[deg]      Dec[deg]  Azimuth[deg]   Zenith[deg]
   57919.51610365          4.23          0.20       197.762       -12.961       341.780        76.952
   57919.51642903          2.65          0.25       323.889        28.211       215.804       118.286
   57919.51714216          2.91          2.00       197.646        43.147       342.308       133.065
   57919.52059115          4.36          0.20       201.741       -24.920       339.410        64.995
   57919.52420536          4.79          0.29        53.362       -78.424       129.509        11.630
   57919.52735256          4.64          0.20       143.408       -18.609        40.225        71.313
   57919.52968973          5.32          0.20        74.876       -55.154       109.719        34.866
   57919.53039410          3.15          1.55        80.495        60.708       104.065       150.717
   57919.53257972          2.82          2.13        39.649        12.409       145.841       102.474
   57919.54339838          3.18          2.33        41.464        39.158       147.894       129.221
   57919.54503547          2.92          1.35       279.532        70.335       270.698       160.355
   57919.54542431          3.31          0.42        32.669        -7.261       157.478        82.813
   57919.54753439          4.99          0.21        85.380       -24.921       105.567        65.080
   57919.55343204          4.88          0.20       171.453       -37.461        21.580        52.444
   57919.55592171          3.01          1.53       159.803        43.098        34.101       133.013
   57919.55610959          3.16          3.95       164.687        25.746        29.299       115.658
   57919.55987999          4.49          0.20         3.755       -19.160       191.605        70.933
   57919.56664262          3.00          0.33       132.292        55.903        65.416       145.839
   57919.56913581          3.01          0.27       154.193        58.718        44.451       148.636
   57919.57214209          4.83          0.20       228.759       -12.747       331.001        77.197
   57919.57369808          3.08          7.69       313.903        71.660       246.616       161.725
   57919.57401351          3.38          1.69       236.107        28.007       324.387       117.962
   57919.57720281          2.78          1.34        22.177        30.780       179.409       120.860
   57919.58145679          2.81          0.98       302.929        65.163       260.364       155.216
   57919.58494205          3.23          1.55       250.880        28.839       313.565       118.816
   57919.58606647          3.21          0.37       221.500        20.464       343.328       110.400
   57919.58854898          3.08          1.45       351.116        23.530       214.590       113.620
   57919.58890770          2.94          0.66       261.006        61.753       304.988       151.746
   57919.59087237          4.52          0.20        82.329       -18.057       124.250        71.949
   57919.59194405          3.20          0.32        15.432        48.787       191.464       138.871
   57919.59431699          2.87          0.52       120.757        21.257        87.004       111.204
   57919.59651521          3.03          0.90       193.340        59.877        15.284       149.793
   57919.59777427          4.82          0.20       256.337       -39.801       312.613        50.183
   57919.59957397          4.56          0.20       252.486       -55.964       317.054        34.014
   57919.60507561          2.99          0.41       160.170         2.582        51.500        92.492
   57919.60703465          2.77          3.80       223.322        39.091       349.106       129.031
   57919.61093142          2.79          2.29       346.931        28.449       226.860       118.539
   57919.61139191          2.80          0.42        84.205        69.745       129.507       159.747
   57919.61149719          4.70          0.38        19.943       -21.441       194.063        68.646
   57919.61515788          5.28          0.20        72.166       -39.118       143.225        50.905
   57919.61597878          2.81          0.95       236.710        57.306       339.014       147.263
   57919.61837769          2.90          1.48        64.533        64.897       151.763       154.928
   57919.62079615          3.03          0.43       178.714        20.064        38.632       109.972
   57919.62340529          3.06          1.82        92.447        55.059       125.715       145.048
   57919.62721131          4.64          0.20       226.838       -40.261       352.754        49.678
   57919.62900346          5.51          0.40       241.315       -36.153       338.923        53.807
   57919.62985135          4.85          0.20       183.948       -28.115        36.657        61.789
   57919.63194986          5.29          0.20        48.415       -25.098       172.996        64.960
   57919.63688378          2.85          1.40       200.610         7.293        22.545        97.208
   57919.63897831          3.02          1.00       148.815        34.297        75.068       124.215
   57919.64184166          2.99          0.77       247.535        38.550       337.472       128.522
   57919.64523228          2.91          0.35       209.967        48.292        16.254       138.218
   57919.64609833          5.58          0.23       337.121       -46.261       249.324        43.833
   57919.64710075          5.37          0.20        79.424       -43.682       147.514        46.328
   57919.64804656          3.21          0.26       299.689        10.170       287.502       100.223
   57919.65244248          3.03          0.52       229.902         5.629       358.869        95.575
   57919.65491025          3.17          0.77        77.027        -1.855       152.641        88.158
   57919.65847118          4.51          0.20         2.040       -29.661       228.912        60.436
   57919.66130941          5.41          0.20       181.833       -51.604        50.122        38.296
   57919.67056654          3.58          0.20       306.630       -10.387       288.663        79.677
   57919.67519685          2.93          0.46        36.125        54.357       200.776       144.426
   57919.67838609          4.56          0.20        84.335       -42.045       153.892        47.956
   57919.67849856          2.87          0.33       215.419        46.204        22.815       136.133
   57919.68922521          3.42          0.20       113.169        -7.164       128.894        82.790
   57919.69622977          2.88          0.38         1.832         2.510       242.743        92.605
   57919.69893039          3.27          0.61        72.325        -0.467       173.231        89.554
   57919.69992896          5.03          1.10       266.026       -25.152       339.833        64.850
   57919.70354150          4.81          0.20       134.388       -46.465       112.899        43.458
   57919.70895699          3.06          2.89       181.678        -3.464        67.491        86.439
   57919.70920843          4.85          0.20       227.573       -58.496        21.553        31.441
   57919.71370878          2.82          1.44       102.180         5.310       148.702        95.282
   57919.71653987          3.37          2.12       337.865        57.856       274.086       147.944
   57919.71713435          2.91          1.28       234.573        21.552        17.576       111.503
   57919.71842059          3.29          0.90       357.847        20.695       254.738       110.790
   57919.72020095          2.64          0.68       316.610        15.635       296.632       105.710
   57919.72391824          3.19          0.29       188.908        13.367        65.666       103.273
   57919.72478683          3.08          0.98        60.528        22.662       194.324       112.702
   57919.72921118          2.99          0.95       353.140         7.673       263.341        97.770
   57919.72992178          4.70          0.69       326.742       -26.262       289.970        63.825
   57919.73088329          2.96          0.49       291.736        18.751       325.373       108.793
   57919.73178703          2.80          0.76        68.840        10.765       188.558       100.793
   57919.73213802          2.77          0.46       269.254        -4.438       348.270        85.569
   57919.73692596          3.01          0.66       274.859        44.269       344.493       134.285
   57919.73848698          5.19          0.34       345.313       -49.560       274.495        40.541
   57919.74858440          2.73          0.61       206.127         5.570        57.349        95.486
   57919.75115108          2.97          2.03       197.722        81.087        66.900       171.001
   57919.75165948          5.16          0.20       314.497       -33.192       310.041        56.885
   57919.75210661          2.58          0.93        78.167         6.829       186.573        96.842
   57919.75634699          2.81          1.20        29.509        19.824       236.751       109.904
   57919.75659638          2.83          2.36       166.957         2.892        99.409        92.794
   57919.76102677          2.89          0.48        61.835         9.584       206.121        99.623
   57919.76130034          3.19          1.19       255.036        22.534        13.063       112.516
   57919.76517947          4.97          0.20       117.092       -57.153       152.513        32.793
   57919.77740332          2.88          0.41       238.286        37.978        35.654       127.933
   57919.77858104          2.74          2.94        57.876        78.702       216.011       168.745
   57919.78734963          3.98          0.30       106.711        -9.867       170.779        80.097
   57919.79138325          3.02          0.31       100.890        26.892       177.991       116.866
   57919.79208833          5.44          0.20       278.345       -48.290         0.716        41.732
   57919.79273836          2.98          1.79       318.577        25.817       320.862       115.894
   57919.79310457          3.31          0.39       345.150        22.425       294.403       112.521
   57919.79819105          3.21          0.83        57.451         4.900       223.928        94.947
   57919.80011491          2.80          0.34       282.645        35.869       359.493       125.897
   57919.80145794          2.92          0.67        79.070        28.677       203.443       118.689
   57919.80288163          3.03          3.06       106.378        67.177       176.488       157.144
   57919.80673284          2.91          0.60       334.229        13.440       310.243       103.531
   57919.81131969          5.26          0.26       277.969       -65.966         7.919        24.056
   57919.81181606          2.69          1.14        26.701        62.682       259.507       152.764
   57919.81219825          2.90          1.58       346.944        25.412       299.501       115.509
   57919.81732800          2.91          2.19       210.232        37.249        78.096       127.168
   57919.81814500          3.07          1.08       239.420        46.316        49.251       136.272
   57919.81839832          2.77          2.30        14.063        60.825       274.562       150.916
   57919.82261622          3.61          0.44       243.001        23.856        47.233       113.816
   57919.82777711          2.70          2.46        73.171        66.637       218.678       156.659
   57919.83378324          2.98          0.50       349.052        48.360       305.192       138.456
   57919.83407459          2.98          1.16       255.365        85.426        40.131       175.407
   57919.83486703          2.83          0.86       234.845        -0.383        59.771        89.564
   57919.83792787          3.04          0.56        89.480        -2.669       206.256        87.325
   57919.83835412          5.08          0.23       260.877       -65.339        34.771        24.650
   57919.83968373          2.80          0.23       296.499         5.586       359.865        95.636
   57919.83985675          3.01          4.02         1.289        32.801       295.129       122.898
   57919.84391149          2.97          0.20       349.991        37.443       307.904       127.539
   57919.84844919          4.71          0.20       219.901       -20.254        79.593        69.670
   57919.84997679          5.40          0.56       190.166       -29.724       109.895        60.175
   57919.85254584          2.74          0.64       272.045        50.518        29.072       140.526
   57919.85742894          5.24          0.20        85.032       -24.294       217.785        65.709
   57919.85949649          2.74          0.96       345.330        60.824       318.217       150.918
   57919.86169281          3.20          0.65       137.057        10.549       167.240       100.472
   57919.86171545          2.52          3.39        37.503        11.008       266.801       101.084
   57919.86266693          2.96          0.35       252.077         3.963        52.580        93.936
   57919.86323909          4.26          0.26       345.047       -12.890       319.811        77.210
   57919.86523993          5.54          0.20        87.187       -46.119       218.511        43.881
   57919.87282937          4.92          0.20        92.511       -20.447       215.858        69.543
   57919.87445449          2.73          0.55       307.011        43.596         1.969       133.658
   57919.87822756          2.52          2.67       208.002        15.940       102.283       105.854
   57919.87844219          2.84          0.33       195.349        13.985       115.008       103.890
   57919.87885169          4.78          0.29       337.093       -28.115       333.385        61.983
   57919.88341780          2.66          0.70       232.504         1.538        79.641        91.480
   57919.88677214          2.99          1.31       297.250         3.455        16.108        93.504
   57919.88830808          4.95          0.20       214.680       -69.383        99.059        20.532
   57919.88855064          2.74          2.51       143.697        22.552       170.283       112.470
   57919.88984300          2.98          0.24       230.042        40.511        84.487       130.451
   57919.89140582          4.77          0.20        36.243       -45.354       278.857        44.728
   57919.89163983          4.94          0.32         2.527       -68.230       312.612        21.876
   57919.89189006          3.71          0.37       251.034        -9.146        64.151        80.825
   57919.89202701          2.73          0.98        83.181         2.023       232.076        92.031
   57919.89215182          2.92          0.61        13.013        25.976       302.276       116.071
   57919.89381885          2.81          1.29       278.254        17.086        37.673       107.104
   57919.89555375          3.10          0.53       189.297        21.423       127.238       111.325
   57919.89769218          2.89          0.41       328.600         0.770       348.698        90.858
   57919.90239875          5.43          0.32       115.346       -49.367       203.766        40.584
   57919.90426574          4.49          0.20        17.054        -9.402       302.626        80.695
   57919.91065741          2.86          0.70       132.337         3.487       189.642        93.416
   57919.91324019          5.55          1.06         8.253       -36.095       314.674        54.008
   57919.91539916          3.07          1.09       140.614        28.164       183.049       118.085
   57919.91695494          3.03          1.47        48.443        13.940       275.796       104.003
   57919.91989264          3.31          0.36        14.696        31.510       310.603       121.605
   57919.92336477          3.13          2.11       207.437        30.728       119.156       120.642
   57919.92458742          2.67          1.30        54.766        60.328       272.103       150.382
   57919.92480870          3.06          2.05        21.219        73.995       305.740       164.084
   57919.92885116          2.83          0.73       284.378         7.734        44.178        97.761
   57919.93077623          3.42          1.73       232.620        12.583        96.637       102.524
   57919.93167199          2.97          0.91       287.269        34.749        42.357       124.781
   57919.93273627          2.58          1.77       296.309        11.048        33.654       101.094
   57919.94246675          5.32          3.33       231.220       -70.079       102.005        19.856
   57919.94256802          5.08          0.38        12.491       -30.903       321.025        59.198
   57919.94455530          3.28          0.56       126.141        15.052       208.059       104.991
   57919.94469111          5.11          0.38       319.557       -73.555        14.481        16.529
   57919.94486863          2.81          2.36        23.696        69.338       310.528       159.425
   57919.94596088          2.66          2.69       135.682        29.214       199.008       119.142
   57919.94642149          3.40          0.58       161.594        15.355       173.290       105.259
   57919.95455722          2.94          0.31       269.358        48.188        68.574       138.188
   57919.95475799          2.84          1.11       349.727        71.037       348.219       161.132
   57919.96010152          4.80          0.59       306.752       -26.526        33.032        63.538
   57919.96127940          2.94          3.68       129.893        25.475       210.329       115.410
   57919.96486365          4.11          0.23        73.069        -9.039       268.500        80.989
   57919.96700023          2.93          0.61       347.949        18.567       354.376       108.665
   57919.96778674          4.50          0.20       202.665       -26.051       139.915        63.853
   57919.96800931          2.79          0.48       219.671        11.625       123.022       101.549
   57919.96841788          2.92          0.65       286.734        21.931        56.130       111.961
   57919.97029240          3.24          0.63       104.634         2.089       238.875        92.062
   57919.97043816          3.25          0.48        72.294        20.018       271.237       110.047
   57919.97842073          5.25          0.41       201.427       -47.431       144.969        42.471
   57919.98067784          5.65          0.24       156.738       -56.120       190.581        33.782
   57919.98228175          2.63          1.36       331.316        50.969        16.575       141.054
   57919.98731132          4.85          0.20        86.301       -32.031       263.420        57.974
   57919.99280838          5.15          0.22       167.523       -43.485       184.134        46.412
   57919.99358544          3.06          0.41       219.130         9.944       132.794        99.867
   57919.99833127          3.57          5.90        65.913        14.794       287.698       104.834
   57920.00160591          3.07          1.53        90.521        18.134       264.263       108.132
   57920.00192949          4.93          0.20        40.181       -66.043       314.904        24.038
   57920.00367932          2.84          2.55        64.218        53.532       291.227       143.574
   57920.00659311          4.65          0.21       153.988       -27.205       202.649        62.701
   57920.00672418          4.62          1.09        23.574       -21.385       333.104        68.710
   57920.00987935          5.61          0.23        47.307       -39.814       310.559        50.257
   57920.01552171          3.08          3.46        68.423        29.433       291.365       119.470
   57920.01591887          4.38          0.20        18.263       -18.658       341.728        71.439
   57920.01756926          2.81          0.65       255.923        54.809       104.781       144.785
   57920.01853369          2.97          1.05       241.968        41.380       119.026       131.333
   57920.02277774          2.94          1.21       107.384        19.142       255.042       109.113
   57920.02443444          2.98          3.34         8.708        54.565       354.326       144.660
   57920.02473063          2.79          1.20       307.111        42.612        56.117       132.670
   57920.02853087          5.11          0.20       243.987       -40.906       120.459        49.048
   57920.03134910          2.69          0.90       149.636        35.230       215.879       125.146
   57920.03212931          3.12          0.58       190.395        11.547       175.437       101.449
   57920.03331948          4.47          0.20       168.081       -39.382       198.197        50.516
   57920.04397867          5.10          0.42       252.916       -61.000       117.007        28.968
   57920.05326603          2.93          0.44        12.242        23.232         1.211       113.328
   57920.05487831          3.36          1.45       221.841        25.186       152.227       115.112
   57920.05515735          2.93          1.21        74.090        60.487       299.894       150.515
   57920.05523958          3.19          2.14       151.551        10.655       222.615       100.569
   57920.05789625          2.81          1.01         0.196        59.492        14.938       149.587
   57920.06495333          2.92          0.68         0.744        10.121        16.935       100.220
   57920.06559303          2.89          0.27       261.284        -3.490       116.615        86.493
   57920.07213633          2.99          0.78         7.588         5.789        12.684        95.887
   57920.07657067          3.21          0.51       304.859        -3.712        77.004        86.344
   57920.07754175          3.21          1.40       163.071        24.628       219.139       114.535
   57920.08003265          5.40          0.29        15.386       -68.574         7.804        21.528
   57920.08222859          5.52          0.32       137.137       -38.339       246.837        51.586
   57920.08235955          3.07          5.58       335.806        46.892        48.199       136.978
   57920.08668562          3.10          0.46        75.796         9.437       309.718        99.463
   57920.08679146          5.13          0.20        94.706       -59.004       291.032        30.989
   57920.09049384          4.74          0.28       106.045       -27.805       280.910        62.168
   57920.09160547          2.89          0.86       323.384        12.464        63.927       102.541
   57920.09222970          2.79          1.57       120.086        18.248       267.416       108.200
   57920.09243350          2.45          1.73       191.187        76.860       196.478       166.768
   57920.09571328          4.45          0.20       157.430       -24.628       231.374        65.279
   57920.09584153          4.43          0.24       316.363       -68.894        72.276        21.180
   57920.10235244          4.92          0.25         4.598       -25.757        26.585        64.344
   57920.10324939          4.21          0.25        72.642       -39.507       318.946        50.525
   57920.10640375          3.41          0.20       257.251        23.518       135.427       113.494
   57920.11181437          4.96          0.28       185.354       -66.226       209.223        23.670
   57920.11521832          4.44          0.20       158.550       -20.101       237.289        69.806
   57920.11594657          2.79          1.09       106.254        14.603       289.814       104.578
   57920.12291413          2.56          6.39        64.503        65.214       333.921       155.257
   57920.12546390          3.35          0.37       213.673        10.374       185.856       100.291
   57920.12581178          2.92          1.86        82.988        15.147       316.639       105.161
   57920.12592718          3.32          0.20       310.144         3.559        89.546        93.619
   57920.12992295          2.94          0.51       101.349        31.204       299.731       121.188
   57920.13208544          3.00          0.73        95.005        26.990       306.864       116.985
   57920.14458706          4.28          0.20        71.294       -19.944       335.171        70.091
   57920.14468418          4.33          0.20        12.894       -13.766        33.573        76.330
   57920.14658595          3.40          0.24       350.789        14.574        56.362       104.669
   57920.16358799          3.13          0.46       183.349         1.352       229.935        91.254
   57920.17495052          2.86          2.04        74.257        24.298       343.094       114.327
   57920.17549337          2.28          2.28       327.272         1.901        90.310        91.980
   57920.17790929          4.52          0.20       341.020       -19.762        77.421        70.330
   57920.17827369          5.13          1.48       268.787       -74.757       149.424        15.239
   57920.17884759          2.75          0.42       288.729        63.489       130.238       153.515
   57920.18102875          2.94          1.78        97.613        13.400       321.951       103.390
   57920.18182080          3.09          2.59       339.579        49.430        80.328       139.515
   57920.18382810          5.51          0.20       171.296       -50.472       249.317        39.429
   57920.19270433          3.05          0.66         2.056        29.305        61.739       119.398
   57920.19417547          3.50          0.27        94.971        -7.480       329.374        82.514
   57920.19847638          2.73          0.48        28.054        47.689        37.782       137.771
   57920.20649360          2.83          0.38       244.218         5.500       184.558        95.456
   57920.20673748          3.04          0.42       348.224         4.406        80.638        94.498
   57920.20719630          5.11          0.25       294.194       -32.028       134.771        58.009
   57920.21346002          4.49          0.21       358.236       -29.757        73.049        60.341
   57920.21351291          2.92          1.11       110.394        58.745       320.774       148.716
   57920.21367799          4.51          0.20       242.103       -47.878       189.164        42.073
   57920.21617353          2.93          0.86       207.821        16.604       224.456       106.520
   57920.22579863          5.43          0.22       328.386       -49.008       107.292        41.075
   57920.22712340          3.19          1.18       232.113        21.295       204.131       111.236
   57920.22917167          3.12          0.44        16.058        17.639        60.896       107.729
   57920.23692347          3.03          0.41       242.466        -5.321       197.279        84.633
   57920.23900028          3.49          2.00       328.926        11.547       111.589       101.626
   57920.24785206          2.77          0.45       251.112        30.410       192.636       120.377
   57920.24965453          5.10          0.29        84.666       -75.326         0.066        14.686
   57920.25089222          2.61          0.99       328.956        71.541       115.989       161.615
   57920.25153208          4.62          0.24       256.898       -14.881       188.103        75.094
   57920.25180664          2.80          0.83       106.419        65.938       338.521       155.916
   57920.25350356          2.75          2.44        45.383         9.337        40.353        99.404
   57920.25413642          2.78          0.57       217.897        60.169       228.163       150.096
   57920.25512851          3.34          1.44        83.739        24.084         2.555       114.097
   57920.25673907          2.88          0.64       274.168        48.804       172.841       138.807
   57920.25848448          5.06          0.31       235.089       -54.232       212.338        35.710
   57920.25948854          2.88          1.44       248.832         9.543       199.080        99.507
   57920.26015492          2.91          1.19        70.802        43.443        17.267       133.475
   57920.26043755          3.01          2.13        88.761        46.735       359.394       136.740
   57920.26197704          3.30          0.20       129.018        -8.262       319.798        81.680
   57920.27482437          4.94          0.20        43.228       -36.311        50.262        53.761
   57920.27725589          3.01          0.28        58.778        -6.753        35.553        83.297
   57920.28168225          3.08          0.31       121.055         0.524       334.863        90.478
   57920.28403047          2.91          0.95        85.605         4.356        11.156        94.365
   57920.28794211          2.78          1.17       204.526        17.904       253.658       107.820
   57920.29602662          3.09          0.37       293.808         9.999       167.295       100.034
   57920.29927461          2.97          0.57       171.132        24.145       291.127       114.056
   57920.30066664          4.26          0.27       146.846       -19.564       315.944        70.358
   57920.30127528          2.94          0.39       220.586        50.550       242.467       140.482
   57920.30194499          2.77          0.44        53.219         5.840        50.008        95.896
   57920.30242322          2.89          0.59       137.754        -3.686       325.656        86.246
   57920.30721586          3.50          0.32        50.705        13.084        54.415       103.143
   57920.30758034          2.81          1.96        42.765        29.001        62.469       119.068
   57920.30851677          3.05          1.36       110.965        13.598       354.622       103.566
   57920.31103785          4.43          0.20       281.278       -67.926       184.996        22.093
   57920.31532116          3.36          1.55       192.110        39.123       275.960       129.036
   57920.31599980          5.02          0.60         8.798       -71.054        99.546        19.042
   57920.31715689          3.04          0.67       227.080         5.675       241.643        95.612
   57920.32090064          2.74          0.79        20.756        24.287        89.305       114.372
   57920.32146534          3.15          0.42       308.532         0.908       161.741        90.964
   57920.32654784          5.03          0.20       142.662       -25.961       329.480        63.965
   57920.33167545          4.88          0.24       221.887       -27.766       252.039        62.163
   57920.33298684          4.27          0.20        44.059       -14.255        70.396        75.812
   57920.33607325          4.50          0.24       172.122       -16.714       303.432        73.194
   57920.34221486          3.23          1.55       244.629         1.956       233.135        91.916
   57920.34252559          2.99          1.39        86.986        44.643        30.810       134.648
   57920.34316416          2.96          0.97       241.616        54.991       236.599       144.949
   57920.34732872          4.26          0.20       294.789       -16.810       184.793        73.229
   57920.35118226          3.35          1.41       255.830        51.116       225.274       141.094
   57920.35978562          3.29          1.64       256.959        27.256       227.189       117.235
   57920.36145905          2.54          3.18       260.481        14.955       224.250       104.940
   57920.36965245          3.06          0.33        23.157        12.412       104.509       102.494
   57920.36991388          2.81          1.19       231.385        36.261       256.427       126.206
   57920.37363970          5.76          1.28       101.667       -49.433        27.555        40.547
   57920.37729532          2.91          0.65       239.323        57.711       251.222       147.667
   57920.37798325          3.09          2.97       129.908        16.291         0.754       106.233
   57920.37987119          2.81          0.37        64.212        14.985        67.131       105.023
   57920.38120635          3.03          3.34       227.134        79.391       265.039       169.332
   57920.38317959          2.73          1.92       296.316        53.464       196.340       143.502
   57920.38473853          3.04          0.89       220.394        44.572       272.776       134.506
   57920.38559208          3.03          1.59       256.743        10.137       236.692       100.116
   57920.39578294          2.87          0.39       326.706        46.249       170.445       136.322
   57920.39789453          4.67          0.29       113.294       -72.803        24.857        17.157
   57920.39799119          2.88          0.31       216.688        13.686       281.223       103.615
   57920.39988088          2.89          1.07       257.794         4.162       240.790        94.143
   57920.40309422          2.99          0.20       130.261        -2.944         9.490        86.996
   57920.40509016          4.24          0.20       328.785       -15.176       171.663        74.904
   57920.41098547          2.96          0.38       344.654         4.588       157.938        94.675
   57920.41146169          3.34          0.31       173.254        -2.856       329.511        87.053
   57920.43388769          3.10          1.62       291.975        35.963       218.938       125.998
   57920.43512859          3.02          5.14       172.409        80.740       338.841       170.655
   57920.43615727          3.15          0.75       187.138         2.305       324.539        92.215
   57920.43685565          2.85          0.50       178.085        60.488       333.844       150.402
   57920.43852644          4.80          0.83       204.193       -47.427       308.294        42.488
   57920.43873748          2.90          1.76       254.196        16.499       258.434       106.477
   57920.44010933          3.26          0.43       275.866        -4.171       237.227        85.841
   57920.44194297          3.06          0.70       359.414        -3.548       154.354        86.543
   57920.44271301          3.00          2.77       155.458        -0.553       358.590        89.363
   57920.44448300          3.03          1.64       186.823        57.854       327.880       147.769
   57920.44509765          2.98          4.79        66.226        58.537        88.553       148.569
   57920.44953012          3.13          0.54         4.546        17.714       151.957       107.803
   57920.45270079          5.11          0.30        34.166       -54.206       123.564        35.871
   57920.45523211          3.01          1.11        35.525        72.995       122.870       163.063
   57920.45741704          3.06          0.74       183.451         6.222       335.902        96.132
   57920.45788644          2.91          0.36       171.444        22.647       348.074       112.559
   57920.46618986          2.46          4.82       330.797        80.861       191.966       170.937
   57920.46654628          2.97          2.17       216.222        22.936       306.446       112.867
   57920.46889870          5.08          0.28       235.536       -39.517       287.891        50.433
   57920.47325638          4.50          0.20       147.428       -19.192        17.662        70.728
   57920.47411389          2.93          0.84       211.895        18.681       313.499       108.607
   57920.48097216          4.53          0.20       137.415       -34.695        30.485        55.233
   57920.48190247          3.36          1.08       247.777        16.307       280.435       106.277
   57920.48877625          2.93          1.09       166.728        -0.625         3.946        89.285
   57920.49365101          4.30          0.20       201.081       -12.547       331.341        77.369
   57920.50067881          2.86          0.52       173.989        10.324         0.980       100.234
   57920.50469785          4.70          0.20       264.736       -26.356       271.633        63.640
   57920.50558056          5.30          0.31        85.848       -38.180        90.969        51.821
   57920.51023259          2.69          0.40       326.079        24.259       212.357       114.335
   57920.51134686          4.39          0.21       190.468       -12.065       348.347        77.845
   57920.51282045          2.63          0.29         1.239        24.603       178.111       114.691
   57920.51421346          3.24          0.28       316.532        -7.205       223.313        82.865
   57920.51843007          3.09          0.84       231.106         1.537       310.269        91.483
   57920.52108419          5.23          0.23       184.492       -44.000       357.831        45.906
   57920.52123292          3.03          0.87        59.859        21.115       122.504       111.155
   57920.52372294          2.89          1.16       157.750        31.175        25.522       121.091
   57920.52391736          2.72          0.68       316.586        59.284       226.865       149.350
   57920.52792442          5.56          0.27       264.134       -49.328       280.556        40.668
   57920.52844604          3.09          0.20       177.453         4.948         7.540        94.857
   57920.52998633          4.41          0.89        62.721       -62.453       123.000        27.586
   57920.53183134          2.93          0.70        87.086        14.073        99.112       104.072
   57920.53234579          5.10          2.24        85.816       -42.658       100.677        47.343
   57920.53294123          2.72          0.74       275.699        24.354       270.952       114.369
   57920.53474934          2.76          0.86       231.473         3.990       315.796        93.938
   57920.53539270          4.93          0.21       344.553       -72.817       202.883        17.278
   57920.54054312          3.08          1.29        51.387         1.770       137.975        91.822
   57920.54162487          2.96          0.80       147.076        23.571        42.658       113.493
   57920.54166999          3.00          0.80       116.848        48.359        72.837       138.314
   57920.54379141          4.31          0.20       162.089       -25.708        28.456        64.200
   57920.54391959          4.55          0.20       149.105       -30.256        41.501        59.660
   57920.54494362          3.17          1.16       270.135         0.467       280.808        90.473
   57920.54759709          4.47          0.20       143.795       -46.738        48.168        43.181
   57920.55808852          2.49          9.51        52.227        73.507       143.224       163.556
   57920.55958631          4.36          0.31       171.811       -12.065        24.425        77.842
   57920.56233307          4.91          0.25        47.275       -54.590       150.059        35.471
   57920.56250509          2.70          0.79        30.830        20.435       166.441       110.509
   57920.56441277          3.47          2.18       350.128        23.376       207.852       113.465
   57920.56458060          4.61          0.27       258.720       -16.420       299.285        73.568
   57920.56601289          3.03          1.13       283.073        19.061       275.506       109.087
   57920.56959402          4.63          0.20        18.493       -55.127       181.409        34.963
   57920.57239685          4.22          0.25        76.502       -10.512       124.379        79.503
   57920.57408109          4.55          0.51        64.287       -80.478       137.723         9.559
   57920.57704588          2.62          2.96       138.523        24.261        63.992       114.189
   57920.58265959          5.46          0.21        39.534       -30.284       165.071        59.785
   57920.58428272          5.42          0.28       222.715       -57.811       342.319        32.122
   57920.58779256          3.02          2.76       288.833        65.988       277.763       156.022
   57920.58788731          3.55          0.47        12.697         2.293       193.754        92.381
   57920.59006454          5.55          0.20        92.101       -60.683       115.312        29.306
   57920.59072727          4.50          0.20       295.070       -32.284       272.349        57.763
   57920.59747663          4.96          0.20       346.822       -35.020       223.079        55.076
   57920.59927760          5.45          0.37       278.261       -54.553       292.164        35.468
   57920.60702156          2.55          1.30        71.771        47.351       141.496       137.372
   57920.60705390          2.93          0.47       277.395        12.730       295.990       102.749
   57920.61314296          3.16          0.53        59.859         3.947       155.707        93.987
   57920.61560839          2.90          0.84       194.289         5.394        22.170        95.306
   57920.61778200          3.35          0.23       205.467        -5.537        11.767        84.381
   57920.62711022          2.91          1.44       230.552        40.778       350.118       130.726
   57920.62768375          3.03          0.91       223.840        62.483       357.103       152.424
   57920.62971584          2.90          0.89       142.158        10.674        79.385       100.596
   57920.63025287          3.06          0.76        59.799         6.910       161.940        96.950
   57920.63084793          3.00          1.23       253.857        22.747       328.134       112.729
   57920.64205975          2.68          0.48       356.114         1.857       229.892        91.952
   57920.64382519          5.22          0.36        55.798       -60.815       171.003        29.234
   57920.64441380          2.53          2.14        57.599        15.727       169.239       105.770
   57920.64460098          5.17          0.20       141.797       -68.381        85.267        21.535
   57920.64686424          2.65          0.95        47.984        65.349       179.602       155.404
   57920.64949259          5.16          0.25       211.476       -62.504        17.098        27.415
   57920.65675740          5.28          0.26       352.667       -29.101       238.642        60.996
   57920.65909248          5.08          0.31       289.357       -27.333       302.747        62.707
   57920.65962948          5.03          0.27       291.873       -64.848       300.283        25.197
   57920.65964738          2.96          0.62       334.257        12.135       258.103       102.223
   57920.66119454          5.92          3.44       117.641       -77.493       115.659        12.453
   57920.66711157          4.80          0.20        41.277       -38.648       193.833        51.421
   57920.67135972          3.46          0.84        70.834        47.533       165.656       137.556
   57920.67250494          2.69          1.52       224.894         6.347        12.107        96.285
   57920.67327010          4.58          0.20       265.263       -19.103       331.971        70.897
   57920.67566262          4.94          0.30       227.261       -28.644        10.829        61.295
   57920.67662100          3.00          0.48       307.264        40.172       291.273       130.234
   57920.67733024          3.03          0.46        33.771        19.059       204.950       109.132
   57920.68402368          3.08          1.71        55.757         9.449       185.388        99.495
   57920.68446653          3.94          3.57        34.434        -6.201       206.891        83.874
