#     MJD[days]  log10(E/GeV)   AngErr[deg]       RA[deg]      Dec[deg]  Azimuth[deg]   Zenith[deg]
   56507.92785748          3.25          0.31       228.226         2.338       148.280        92.284
   56507.92827006          2.94          1.06       266.520        44.097       110.207       134.094
   56507.92961716          5.44          0.30       250.560       -58.242       126.452        31.726
   56507.93247525          5.72          1.95       127.677       -35.891       250.549        54.063
   56507.93527687          5.12          0.20        96.314       -50.493       282.974        39.503
   56507.93709115          3.77          1.82       125.190        46.851       254.584       136.807
   56507.93813323          3.32          1.04       334.387        20.588        45.836       110.661
   56507.94021376          3.13          0.50       144.892        55.231       236.013       145.168
   56507.94055734          2.98          1.29       159.868        30.599       221.209       120.527
   56507.94129535          3.30          0.54       228.882        28.242       152.505       118.191
   56507.95140155          3.16          0.48       145.841        27.024       239.144       116.960
   56507.95536271          3.08          0.78        11.532         3.847        14.898        93.927
   56507.95632623          3.00          0.45       192.904        -6.870       193.878        83.052
   56507.95674804          5.80          0.27       154.550       -47.635       232.432        42.293
   56507.95813412          4.37          0.20       294.450       -13.460        92.961        76.573
   56507.96313765          3.32          0.20       148.674        -0.268       240.571        89.667
   56507.97638006          5.42          0.27        19.222       -51.846        14.826        38.235
   56507.97729137          2.86          0.92       130.373        17.707       263.962       107.659
   56507.98206164          3.07          0.54        31.678         6.091         4.389        96.161
   56507.98411927          2.58          0.44       137.052         0.596       259.767        90.541
   56507.98609178          3.04          0.34        96.187        -1.347       301.346        88.649
   56507.98613355          2.70          1.95       174.498        76.246       223.016       166.171
   56507.98708311          2.89          0.60       127.029        62.764       270.741       152.719
   56507.99263429          3.03          0.72       200.341        54.983       199.585       144.913
   56507.99339716          2.88          1.17       246.160         7.100       154.010        97.067
   56508.00346410          2.87          0.78       154.420        14.609       249.373       104.541
   56508.00986525          2.83          0.68       332.886         9.085        73.223        99.155
   56508.01538308          5.26          0.20       162.127       -51.468       246.015        38.457
   56508.02989676          2.79          1.14       108.666        43.924       304.609       133.902
   56508.03376109          2.79          0.85       246.309         8.005       168.432        97.973
   56508.05163559          2.75          0.21        17.535        30.406        43.638       120.480
   56508.05450191          2.51          0.98        94.233         5.111       327.986        95.110
   56508.05676025          2.82          0.60       219.586        -4.113       203.448        85.826
   56508.06239751          3.02          0.64       137.032        11.251       288.035       101.199
   56508.06280640          2.62          0.33       197.925        54.956       227.327       144.887
   56508.06287590          2.87          0.39       356.766        53.279        68.483       143.353
   56508.06353466          3.01          0.53       195.992        22.616       229.500       112.545
   56508.06848140          3.25          1.54       214.116        42.158       213.189       132.097
   56508.06991507          5.56          2.42        16.923       -31.190        50.872        58.888
   56508.07212200          3.10          0.22       228.545        42.893       200.087       132.845
   56508.07883253          3.19          1.57       146.203         2.932       284.804        92.872
   56508.08677350          3.05          0.35       326.086        -6.089       107.775        83.973
   56508.09143138          2.78          0.65       183.114        21.963       252.443       111.891
   56508.09460241          4.56          1.54       115.647       -28.230       321.093        61.742
   56508.09661948          4.81          0.20       241.665       -33.091       195.716        56.869
   56508.09742895          2.93          0.81       150.668        27.126       287.035       117.064
   56508.09886659          3.06          0.72        51.718         2.902        26.517        92.953
   56508.09992123          3.17          0.28        54.007        25.126        24.584       115.173
   56508.10193280          3.37          0.47       178.643         2.770       260.704        92.696
   56508.10361934          5.09          0.22        31.184       -29.841        48.788        60.229
   56508.10466451          2.78          0.66       255.538        35.199       184.838       125.180
   56508.10584361          2.65          0.86       278.501        25.608       162.285       115.618
   56508.11063569          3.45          0.37        86.922         3.986       355.562        93.995
   56508.11279943          2.81          4.19        31.580        47.122        51.646       137.184
   56508.11829155          4.41          0.20       194.663       -15.946       250.583        73.981
   56508.13860170          2.82          0.28       246.379        17.004       206.220       106.975
   56508.13974372          2.55          1.47       176.552        43.994       276.439       133.924
   56508.14303534          2.75          1.33        89.773        37.018         4.357       127.020
   56508.14646935          4.76          0.20        87.815       -33.623         7.659        56.385
   56508.14911390          4.83          0.24        14.577       -20.703        81.801        69.372
   56508.15393696          4.86          0.20        24.258       -26.860        73.870        63.212
   56508.15486324          4.71          0.20       211.093       -18.070       247.346        71.865
   56508.15678553          4.68          0.20        95.578       -19.362         3.597        70.636
   56508.16727603          2.86          0.32       280.357         1.309       182.571        91.321
   56508.17013671          5.45          0.20        52.551       -55.777        51.499        34.274
   56508.17566744          4.71          0.20       110.174       -44.205       355.862        45.774
   56508.17691699          4.89          0.20       238.616       -74.730       227.563        15.226
   56508.17795906          4.77          0.21         7.768       -23.666        99.021        66.410
   56508.18203301          4.32          0.20       168.342       -15.865       299.926        74.064
   56508.18430558          4.86          0.20       212.874       -43.030       256.170        46.905
   56508.18520977          3.03          0.47        17.090         4.806        92.312        94.877
   56508.18808226          3.17          3.46       213.384        16.116       257.070       106.057
   56508.19093970          5.39          0.66       163.451       -70.697       308.100        19.232
   56508.19898031          3.05          1.60       271.183        19.823       203.215       109.825
   56508.20577193          2.93          1.19       203.981        12.694       272.855       102.629
   56508.20967389          4.61          0.20       219.004       -19.762       259.216        70.180
   56508.21220159          2.89          0.49        40.374        13.256        78.764       103.312
   56508.21551840          2.81          0.84       284.990        24.667       195.383       114.687
   56508.21844660          2.80          1.53       141.598         7.216       339.805        97.161
   56508.22204272          3.35          1.65        94.773        14.462        27.914       104.457
   56508.22276944          2.88          0.21        87.126        59.434        35.724       149.435
   56508.22437015          2.93          0.22       351.434        -0.048       132.103        90.025
   56508.23188166          3.22          0.58       133.935         1.688       352.322        91.640
   56508.24203847          2.78          0.81       312.023         2.923       177.894        92.972
   56508.24207025          3.75          0.26       252.290        -6.624       237.630        83.355
   56508.24739675          2.80          1.02       136.907         4.339       354.949        94.288
   56508.25237022          2.93          9.84       259.698        17.136       233.970       107.126
   56508.25961691          3.79          0.20       346.053         5.612       150.209        95.683
   56508.26184642          3.17          0.22        66.535         0.881        70.537        90.910
   56508.26412924          3.16          2.39       103.541        32.637        34.314       122.619
   56508.26596316          5.32          0.20       115.780       -44.750        22.847        45.221
   56508.26860243          3.13          0.37       253.861        42.471       245.707       132.456
   56508.27334010          3.07          0.98       339.987        17.494       161.235       107.563
   56508.27388855          3.20          2.49        93.148        62.735        48.140       152.728
   56508.28018360          2.98          1.39       122.399        57.216        21.208       147.177
   56508.28179502          3.18          1.89       257.069        51.931       247.286       141.921
   56508.28639358          3.02          0.20       286.936        17.378       219.011       107.402
   56508.28815230          2.78          0.72       212.960        14.591       293.617       104.535
   56508.28948565          4.29          0.60        71.151       -12.681        75.914        77.343
   56508.29831825          2.99          1.26       230.828        25.568       279.434       115.528
   56508.29968713          3.04          1.31       172.822         4.309       337.912        94.240
   56508.30906712          4.93          0.28        82.022       -42.746        72.165        47.265
   56508.31037667          3.19          0.87       139.298        20.058        15.280       110.004
   56508.31066536          2.86          0.75       256.481        -0.429       258.208        89.558
   56508.31914803          2.73          0.81       103.041        14.292        54.701       104.275
   56508.31952654          5.00          0.37        99.670       -65.107        58.383        24.882
   56508.32061595          3.29          1.10       202.429        30.113       315.875       120.052
   56508.32237244          2.94          0.57       175.058        17.375       343.864       107.307
   56508.32917560          3.21          1.41        37.412        23.415       123.943       113.469
   56508.33649814          3.60          0.69       249.948         8.859       274.078        98.840
   56508.34589885          3.00          0.48       311.826        55.827       215.651       145.878
   56508.34601312          2.70          0.94       258.530         9.772       268.931        99.763
   56508.34799473          2.96          1.61       259.878        35.774       268.338       125.769
   56508.35002501          2.93          0.60        98.966        33.474        69.894       123.459
   56508.35302911          2.83          0.84        91.022        63.701        78.828       153.694
   56508.35336030          4.98          0.20        71.039       -17.750        99.091        72.273
   56508.36641796          3.11          0.20       330.904        -4.030       203.907        86.036
   56508.36663352          2.92          0.52         0.929        50.087       173.956       140.157
   56508.36739600          3.53          2.46       220.069        32.479       315.135       122.431
   56508.36927809          3.10          2.52       208.340        55.152       327.567       145.096
   56508.36986968          2.73          0.74       217.349        12.557       318.727       102.505
   56508.37127941          2.92          0.75        64.552        -1.085       112.025        88.943
   56508.37351538          4.91          0.22       271.123       -24.249       266.221        65.756
   56508.37412959          3.10          0.53       255.808        18.675       281.816       108.664
   56508.37445463          2.87          0.22       302.813        -5.120       234.896        84.924
   56508.37551345          2.43          1.19       256.196        19.824       281.929       109.814
   56508.37651488          2.82          0.71       295.290        41.582       243.223       131.618
   56508.37769405          4.97          0.36       248.268       -28.503       290.581        61.473
   56508.38107524          4.92          0.20       131.035       -39.007        49.124        50.944
   56508.38330227          2.93          3.77       240.674        67.777       300.394       157.751
   56508.39353241          4.66          0.20        87.987       -61.723        96.763        28.279
   56508.39362395          3.40          0.88       125.325        28.575        59.290       118.531
   56508.39673559          3.14          1.08       247.708        21.622       298.080       111.602
   56508.40523837          3.04          0.63       347.477        20.486       201.355       110.558
   56508.40914391          3.08          0.51        34.492        29.248       155.724       119.304
   56508.41934214          3.37          0.20       201.800        20.877       352.137       110.814
   56508.42076688          3.31          0.81       228.144         6.666       326.300        96.624
   56508.42749208          2.86          0.64        46.181        22.546       150.661       112.591
   56508.43412019          3.13          0.20       305.549        40.505       253.750       130.554
   56508.44479946          2.73          1.00       133.302         0.982        69.816        90.929
   56508.44626279          3.13          0.47        71.921        14.691       131.705       104.708
   56508.44722034          4.64          0.20       283.485       -21.583       280.470        68.441
   56508.44864512          4.46          0.20       348.219       -15.441       216.276        74.635
   56508.45188010          2.70          2.18       323.702        39.514       241.993       129.578
   56508.45276922          2.76          0.77       283.084        11.416       282.916       101.441
   56508.45446307          2.86          0.50       215.888        44.905       350.763       134.854
   56508.45534809          2.95          0.83       130.559        55.630        76.296       145.577
   56508.45580817          2.87          0.84       133.940        -1.815        73.154        88.130
   56508.45615610          2.79          2.47         9.029        11.148       198.177       101.220
   56508.46264494          3.76          0.93       237.542        -5.842       332.005        84.125
   56508.46377130          2.77          1.15        19.169        -0.071       190.791        89.999
   56508.47249199          3.10          0.55       242.473        37.579       330.688       127.555
   56508.47488279          3.46          2.50       266.364        31.355       307.650       121.360
   56508.47775108          3.19          0.39       280.889        15.426       294.134       105.449
   56508.48562176          2.97          1.41        14.578         7.267       203.266        97.339
   56508.48928954          3.11          1.17       231.320         6.125       347.859        96.086
   56508.49128427          2.61          0.21       308.905        40.347       271.027       130.401
   56508.49630963          3.01          0.48       249.839         1.000       331.867        90.982
   56508.49658678          3.07          0.24        32.372        -7.535       189.441        82.527
   56508.49911733          2.77          0.45       173.419        65.310        49.308       155.239
   56508.49982498          2.86          0.40       114.959        -0.063       108.023        89.900
   56508.50019727          3.13          2.29       214.112         4.648         9.003        94.591
   56508.50161502          2.93          0.32       310.602         3.728       273.019        93.785
   56508.50491940          5.03          0.20       160.840       -65.515        64.027        24.410
   56508.50850647          3.22          1.12       164.815        27.343        61.294       117.271
   56508.51127941          4.49          0.20        86.330       -18.134       140.811        71.866
   56508.51429183          4.66          0.20       148.779       -38.646        79.453        51.285
   56508.51449457          5.33          0.20       294.599       -61.708       293.540        28.330
   56508.51486288          3.65          0.77        10.586        10.914       217.812       100.987
   56508.52084493          3.31          1.18       107.226        34.374       123.297       124.344
   56508.52784103          3.06          0.38       187.633        -0.641        45.460        89.285
   56508.53307260          2.96          1.87       100.414        23.002       134.539       112.981
   56508.53457398          5.06          0.20        48.574       -25.536       186.977        64.513
   56508.53946907          2.86          0.41       201.403        53.231        35.934       143.167
   56508.54266486          3.44          2.99       342.468        47.331       255.984       137.405
   56508.54974022          2.55          1.52       215.543        30.301        25.482       120.246
   56508.55290887          3.02          1.81       270.635         4.614       331.506        94.625
   56508.55968623          5.46          0.20        51.043       -31.749       193.584        58.298
   56508.57617748          2.74          0.56       140.161        20.125       110.368       110.062
   56508.57867431          4.63          0.33       295.391       -63.713       315.902        26.327
   56508.58477742          3.08          1.11       112.183         0.361       141.465        90.326
   56508.58813480          3.16          1.65       327.632        59.037       287.273       149.107
   56508.59260065          3.11          1.58       191.559        11.666        64.916       101.593
   56508.59742244          3.59          0.26       103.168        16.585       155.023       106.560
   56508.59882484          5.16          0.20       328.981       -47.352       289.689        42.721
   56508.61340282          2.66          0.67       183.000         7.938        80.982        97.861
   56508.61608253          2.78          1.19       256.025        -3.934         8.911        86.055
   56508.61871610          2.80          0.24        56.684         5.346       209.205        95.385
   56508.62056616          3.28          0.68       192.716        42.983        73.873       132.912
   56508.62433701          3.23          0.52       143.436        -2.555       124.495        87.378
   56508.62449152          3.18          2.37       238.253        37.162        29.779       127.131
   56508.62582584          3.15          0.59       210.037        25.233        58.447       115.171
   56508.62706539          2.96          0.65       195.378        12.851        73.539       102.778
   56508.62740153          2.98          0.61        38.465        23.605       230.541       113.662
   56508.63054325          2.86          0.37       329.874         8.209       300.290        98.282
   56508.63132617          5.55          0.20       196.371       -54.387        74.039        35.535
   56508.63194019          3.99          0.22       269.286       -13.177         1.360        76.830
   56508.63664716          3.05          2.43        12.838        19.965       259.518       110.041
   56508.63866539          3.28          0.39       189.087         2.136        84.012        92.059
   56508.64355603          2.79          1.12        90.949        32.744       183.866       122.736
   56508.64484877          2.88          0.27       142.642         1.683       132.690        91.617
   56508.64512444          3.16          0.29        29.286        36.242       246.107       126.306
   56508.64966506          5.14          0.20        20.153       -60.142       256.969        29.936
   56508.64998422          2.90          0.79       190.016        16.109        87.175       106.034
   56508.65023463          5.28          0.33       125.843       -25.971       151.465        63.978
   56508.65176981          3.20          0.20        67.876        24.390       209.919       114.414
   56508.65274750          4.41          1.87       229.215       -16.471        48.944        73.482
   56508.65395242          4.79          0.30        31.856       -70.256       246.890        19.815
   56508.65677064          2.97          2.86       168.903        56.264       110.723       146.187
   56508.65811215          3.03          0.38       119.827        29.341       160.258       119.296
   56508.65820807          3.08          0.31       127.528        -1.932       152.630        88.015
   56508.66073859          2.98          2.97        56.991        52.048       223.984       142.084
   56508.66186822          2.91          0.25       336.443        22.365       305.035       112.442
   56508.66541149          5.39          0.30        20.802       -59.588       262.005        30.491
   56508.66644550          2.90          2.03        45.553        22.914       237.545       112.965
   56508.67391144          4.72          0.20       122.934       -40.657       162.948        49.295
   56508.67858463          4.85          0.20        71.833       -44.036       215.754        45.988
   56508.67958875          3.01          0.76       297.947         0.057       349.917        90.102
   56508.68022697          2.99          0.61       318.414        26.344       329.704       116.409
   56508.68026108          2.99          0.49        21.228         7.864       266.877        97.938
   56508.68336105          3.07          2.06       145.558        77.874       143.507       167.805
   56508.68466953          5.21          0.20        35.578       -22.733       254.147        67.333
   56508.68501779          2.69          0.69       336.438         6.684       313.389        96.762
   56508.68551692          4.30          0.20       337.327       -16.628       312.669        73.451
   56508.68560924          4.65          0.37        17.615       -21.044       272.437        69.035
   56508.68609275          3.28          0.86       265.557         4.003        24.662        94.004
   56508.68949795          4.19          2.73       250.723       -72.118        40.470        17.857
   56508.69141369          3.04          2.33         9.562        42.284       282.554       132.362
   56508.69204016          2.95          0.48       239.331        39.080        53.089       129.048
   56508.69266525          2.77          0.74       291.713        20.559         0.898       110.597
   56508.69273175          3.00          1.31        46.906        25.205       245.678       115.256
   56508.69470197          2.56          1.93        85.603        51.645       207.625       141.643
   56508.69644624          3.44          4.07       311.258        15.322       342.707       105.382
   56508.69880635          4.07          0.89       204.962       -13.781        89.836        76.147
   56508.69909670          2.90          0.68       211.924         8.443        82.995        98.379
   56508.70091031          2.97          0.86        27.263        11.707       268.293       101.777
   56508.70181347          3.64          0.97       216.528        10.811        79.374       100.751
   56508.70411900          2.71          1.75       310.416        -0.080       346.302        89.979
   56508.70787318          4.63          1.43       347.199       -13.020       310.873        77.063
   56508.71247139          2.93          0.82       329.976        46.089       329.793       136.162
   56508.71465021          2.84          0.50       293.370         0.312         7.151        90.351
   56508.71740652          2.57          4.35       331.156        52.671       330.402       142.745
   56508.71792751          4.80          0.20        22.693       -22.356       279.029        67.721
   56508.72427606          2.94          0.31       138.076         4.255       165.926        94.193
   56508.72787841          2.86          0.29       119.153        42.816       186.091       132.773
   56508.72853874          2.78          0.63       274.858        15.773        30.700       105.786
   56508.73308944          2.80          1.39         7.064        31.110       300.106       121.190
   56508.73314528          2.97          0.21       205.071        12.695       102.142       102.625
   56508.73574928          5.03          0.20       110.229       -21.226       197.948        68.744
   56508.73590123          5.25          0.35       324.201       -63.767       343.894        26.304
   56508.74056623          2.88          0.65       353.218        17.482       316.661       107.564
   56508.74513316          2.98          0.93       289.834        69.418        21.884       159.452
   56508.75026038          4.57          0.20       155.628       -18.856       157.768        71.068
   56508.75206801          3.16          2.57        84.301        37.023       229.674       127.026
   56508.75406682          4.65          0.22        86.165       -33.916       228.649        56.089
   56508.75420391          2.99          1.95        78.853        41.716       235.883       131.726
   56508.76404786          2.66          1.90       166.667        47.963       151.680       137.885
   56508.76429381          4.11          0.20        91.801       -17.677       226.676        72.320
   56508.77208015          3.29          1.25       150.082        79.252       171.001       169.181
   56508.78330223          2.96          1.21       243.792        25.678        81.550       115.648
   56508.78421470          4.39          0.20       342.294       -16.180       343.332        73.902
   56508.78938064          2.64          0.56       220.500        16.648       107.019       106.590
   56508.79095372          3.04          0.74       313.708        80.291        14.672       170.349
   56508.79276944          3.02          0.67       190.289         8.428       138.442        98.349
   56508.79870220          3.00          0.21         3.879        15.888       326.983       105.971
   56508.79892284          2.99          0.36        73.709        68.657       257.041       158.675
   56508.79900469          3.09          1.46       193.059        39.978       137.938       129.902
   56508.80224922          2.70          2.50         7.384        60.440       324.735       150.519
   56508.80778948          5.48          0.53        47.591       -27.700       286.590        62.358
   56508.80793676          3.80          0.94       185.717       -11.936       148.485        77.983
   56508.81035598          2.92          8.16       318.772        76.534        16.502       166.597
   56508.81240234          4.87          0.27       189.650       -21.656       146.160        68.263
   56508.81461902          4.43          0.20       128.989        12.808       207.615       102.756
   56508.82011664          2.78          1.77        93.857         4.385       244.738        94.379
   56508.82143131          3.31          0.49        86.398         8.196       252.666        98.201
   56508.82367582          3.20          0.80        45.375        24.395       294.480       114.451
   56508.82889103          3.05          0.54       321.946        57.323        19.887       147.389
   56508.83327789          2.96          0.22       107.700        44.373       235.579       134.347
   56508.83413905          5.08          0.72       330.040       -69.907        13.495        20.168
   56508.83697179          4.17          0.20        66.337       -15.523       278.369        74.512
   56508.83933451          3.05          0.51       134.368         2.603       211.169        92.546
   56508.84474992          2.77          0.63       145.013        44.567       202.438       134.502
   56508.85332575          3.01          1.22       317.608         8.455        32.980        98.517
   56508.85704515          3.29          1.67       108.958        62.135       242.834       152.107
   56508.86011332          3.04          1.30        19.383        22.620       333.639       112.697
   56508.86320792          3.32          0.73       286.938        67.316        67.391       157.343
   56508.86752890          3.06          0.49        11.728        -0.909       343.983        89.173
   56508.87092916          2.80          0.48       344.290        39.301        12.663       129.380
   56508.88470900          2.78          0.49       225.354        -4.115       136.556        85.828
   56508.88471076          3.14          0.41       158.002        10.122       203.912       100.048
   56508.88629432          3.88          0.54       357.601        -1.238         4.882        88.845
   56508.88855141          2.94          0.79        98.073         9.461       265.220        99.451
   56508.88996249          2.73          0.55       116.328        52.601       247.395       142.565
   56508.89109236          3.02          0.38        77.973        46.696       286.166       136.712
   56508.89322859          2.80          1.67       173.376         1.340       191.617        91.260
   56508.89804184          4.67          0.20       274.489       -18.045        92.207        71.960
   56508.90104152          3.28          2.52        40.277        39.006       327.491       129.066
   56508.90167094          5.03          0.24        66.825       -45.141       301.291        44.896
   56508.90362347          2.75          0.59       102.008        16.549       266.715       106.534
   56508.90633351          3.76          0.20       108.532        -8.358       261.205        81.619
   56508.90654353          3.41          2.79       340.955        24.558        28.849       114.635
   56508.90814684          2.79          1.61       250.867        25.042       119.541       115.018
   56508.90965808          2.99          0.64        70.693        48.758       300.145       138.783
   56508.91304878          2.69          3.14       264.850        58.616       107.420       148.611
   56508.92244380          3.02          2.86       108.701        53.939       266.737       143.914
   56508.93305730          2.85          0.83        95.013         6.502       284.349        96.498
   56508.93377236          5.28          0.22        71.332       -16.950       308.320        73.081
   56508.94033750          4.84          0.20       282.969       -65.093        98.845        24.921
   56508.95022705          5.09          0.29       315.942       -40.451        69.567        49.606
   56508.95066039          3.06          0.55       173.406        -3.121       212.321        86.801
   56508.95543201          5.30          0.20        51.506       -41.789       335.995        48.268
   56508.95714900          2.91          0.54        63.203        11.531       324.849       101.570
   56508.95750307          2.96          0.63       355.418        65.754        32.784       155.831
   56508.95867690          4.82          0.31       349.177       -23.346        39.427        66.735
   56508.95889074          3.41          0.20        32.911         5.865       355.777        95.935
   56508.96203094          3.17          0.54       154.296         5.958       235.531        95.889
   56508.96320341          3.94          0.33       225.479         0.841       164.771        90.785
   56508.96404663          2.95          0.67       318.112         5.984        72.443        96.043
   56508.96553867          5.15          0.20       170.711       -40.217       220.401        49.704
   56508.96641672          3.17          1.16       359.348        15.146        32.059       105.226
   56508.96655225          3.12          0.44       142.036        54.637       249.360       144.578
   56508.96658553          5.11          0.35       324.093       -35.915        67.336        54.151
   56508.96691597          3.65          1.75       124.174         1.154       267.420        91.113
   56508.96851023          2.73          2.76       122.679        21.722       269.465       111.682
   56508.96964156          5.49          2.06        50.847       -32.558       341.766        57.499
   56508.97066722          2.41          1.24       276.049         9.470       116.904        99.478
   56508.97223561          2.87          5.29       193.063        30.470       200.459       120.396
   56508.97797876          3.90          0.68        54.111         6.382       341.467        96.432
   56508.97914874          2.94          0.57       335.811         4.382        60.193        94.455
   56508.98513605          2.96          0.27       159.932        46.573       238.210       136.502
   56508.98557889          2.91          0.69       108.957         5.819       289.367        95.797
   56508.98657911          2.96          0.38        51.701        58.662       346.890       148.710
   56508.99142966          3.19          0.42       126.775        -1.728       273.672        88.229
   56508.99759940          2.86          0.45        44.403        16.283       358.248       106.342
   56508.99793755          3.09          2.37        57.761        16.097       345.010       106.142
   56509.00205902          3.11          0.90       240.199        32.873       164.118       122.835
   56509.00513065          2.96          0.47       287.440         1.311       117.942        91.333
   56509.01154800          2.80          0.74       273.552        12.154       134.162       102.158
   56509.01599584          3.14          0.86       350.348        41.395        58.968       131.471
   56509.02035926          2.46          2.44       251.238        16.167       159.663       106.141
   56509.02427582          3.25          1.10       233.398         6.239       178.904        96.192
   56509.02861027          2.93          1.56        59.715        75.595       353.896       165.633
   56509.03045591          2.97          0.49        78.768        54.563       335.658       144.579
   56509.03524976          3.01          0.28        67.923        -0.145       348.337        89.889
   56509.03807128          2.80          0.29        72.784         3.001       344.492        93.029
   56509.03909493          2.39          0.60       195.913        42.176       221.751       132.105
   56509.04027844          3.12          0.41       237.097         7.588       180.982        97.545
   56509.04744336          2.93          2.19       248.142        19.123       172.539       109.094
   56509.05121013          2.97          1.14        71.879         2.551       350.140        92.580
   56509.05495781          5.32          0.20        51.476       -56.773        11.986        33.283
   56509.05699285          3.16          0.48       101.540        59.750       322.446       149.737
   56509.05963647          3.36          1.67       245.510        18.707       179.572       108.675
   56509.06036678          5.14          0.22       190.502       -31.684       234.819        58.239
   56509.06117295          2.78          0.64       342.322         4.026        83.290        94.099
   56509.06129197          2.79          0.93       313.891        27.036       111.791       117.087
   56509.06591175          2.85          0.36        29.371         2.677        37.952        92.747
   56509.06769502          2.97          1.58       349.055         0.520        78.911        90.596
   56509.07093600          3.10          1.36        27.972        19.953        41.155       110.022
   56509.08114183          2.88          1.37        98.476        20.583       334.324       110.576
   56509.08234681          2.92          0.71        13.429        35.281        59.817       125.354
   56509.08343969          3.01          0.81       205.936        13.664       227.726       103.597
   56509.08389154          4.12          0.22       251.382       -11.748       182.417        78.225
   56509.09050044          5.39          0.20        59.944       -49.432        16.336        40.614
   56509.09525943          2.76          0.47       305.547        46.835       132.433       136.878
   56509.09619213          4.76          3.10        80.420       -34.142       357.891        55.878
   56509.09643174          2.91          0.56       126.895        10.279       311.442       100.238
   56509.09982689          5.47          0.38       254.376       -43.134       185.121        46.841
   56509.10267031          2.91          0.20       221.605        33.460       219.022       123.406
   56509.10430956          3.26          0.54       283.582        34.602       157.651       124.620
   56509.10548370          2.85          0.39         5.782        30.329        75.823       120.403
   56509.10573990          2.72          2.65       301.801        19.766       139.920       109.805
   56509.10932542          3.70          0.71       116.118         9.904       326.873        99.875
   56509.11073395          4.32          0.20       342.843        -9.311       100.655        80.762
   56509.11169976          3.62          0.25        51.583        -5.774        32.278        84.277
   56509.11564137          2.84          0.43       197.077         4.540       248.204        94.470
   56509.11605370          3.17          0.56       187.857        72.049       257.601       161.979
   56509.11823507          2.87          0.65         0.742         6.677        85.469        96.753
   56509.11858171          3.49          1.27       307.693         0.620       138.641        90.665
   56509.12898994          2.76          1.15       210.199         2.731       239.900        92.667
   56509.12944979          3.12          1.15        42.738        58.202        47.446       148.255
   56509.13251122          3.79          2.00       183.829        39.836       267.544       129.765
   56509.13680912          2.97          1.48       168.112         5.255       284.810        95.185
   56509.13685242          2.73          1.29        67.573        25.779        25.331       115.809
   56509.13985623          5.17          0.20       111.308       -24.988       342.750        64.990
   56509.14171381          3.43          0.21       359.680        29.386        95.007       119.459
   56509.15052426          3.10          0.43       286.855        15.497       171.030       105.518
   56509.15476597          3.91          0.25       210.318       -12.073       249.076        77.863
   56509.16293853          3.11          0.96       127.111        39.356       335.198       129.314
   56509.16586499          5.03          0.20       200.292       -19.135       263.109        70.795
   56509.16815571          3.07          0.37        59.708        51.070        44.452       141.106
   56509.17148976          4.74          0.33       273.177       -62.764       192.109        27.236
   56509.17315837          4.60          0.59       340.065       -17.206       125.963        72.865
   56509.17379152          3.02          0.38        58.861         2.708        47.407        92.748
   56509.17416321          3.06          0.59       230.084         6.033       236.324        95.987
   56509.17619058          2.73          0.36        24.860        61.536        82.218       151.599
   56509.18018515          3.33          0.60        20.163        22.425        88.402       112.494
   56509.18321942          5.57          0.20       177.441       -44.356       292.242        45.570
   56509.18498883          4.34          0.21       299.975       -11.664       170.317        78.373
   56509.18865861          4.93          0.20        35.433       -31.895        76.228        58.169
   56509.19162575          2.81          1.10        46.865        29.029        65.814       119.078
   56509.19388638          2.80          0.51       334.907         1.713       138.612        91.780
   56509.19407447          2.97          0.34       342.586        54.679       131.030       144.747
   56509.19444218          3.32          0.59       101.454         8.367        12.264        98.356
   56509.19551142          5.09          0.20       207.454       -43.854       266.626        46.078
   56509.19594050          3.02          0.32       164.878        11.914       309.387       101.847
   56509.19620605          4.33          0.20       190.587       -16.577       283.773        73.352
   56509.20085324          2.99          0.33       212.103        -5.315       263.932        84.624
   56509.20569013          2.72          1.36       150.163        15.951       327.616       105.891
   56509.20683891          4.67          0.40       175.504       -39.119       302.705        50.807
   56509.20955038          3.00          1.41        31.434         8.354        87.737        98.417
   56509.21285245          2.73          0.20       227.800        36.671       252.608       126.626
   56509.21298353          3.52          0.32       246.786         3.615       233.633        93.587
   56509.21527626          4.89          0.20       283.293       -31.985       197.902        58.031
   56509.21916891          3.15          2.21       338.187        89.826       156.145       179.888
   56509.22151833          2.87          0.74       110.018        20.002        13.461       109.978
   56509.22301938          3.42          0.49       121.950        -5.851         2.101        84.113
   56509.22378023          5.14          0.40       353.258       -66.297       131.026        23.778
   56509.22404667          3.27          0.80        51.173        23.918        73.213       113.963
   56509.22435137          5.62          0.20       161.391       -62.357       323.185        27.573
   56509.22684811          4.09          0.57       235.466        -7.920       249.946        82.040
   56509.23191002          2.98          0.52        87.525        -1.002        39.730        89.003
   56509.24050052          4.87          0.34        89.791       -24.158        40.595        65.845
   56509.24381987          2.96          1.91        70.571        16.336        60.960       106.360
   56509.24461338          3.24          0.80        20.535        39.357       111.276       129.422
   56509.24537763          3.10          0.34       170.192        25.427       321.918       115.360
   56509.25107067          2.91         12.30       205.727        73.553       288.549       163.494
   56509.25839939          2.93          0.62        87.222        24.700        49.560       114.702
   56509.26127113          5.22          0.20       250.568       -26.172       247.243        63.804
   56509.26301088          2.98          0.32       109.525         3.623        28.952        93.600
   56509.26556943          2.91          0.81       146.115         7.222       353.285        97.163
   56509.27526147          2.76          0.36        13.831        14.762       129.060       104.832
