#     MJD[days]  log10(E/GeV)   AngErr[deg]       RA[deg]      Dec[deg]  Azimuth[deg]   Zenith[deg]
   57266.27197102          3.04          0.42       334.906         5.403       192.911        95.481
   57266.27258725          2.87          0.21       250.360        -5.937       277.673        84.041
   57266.27300337          2.81          1.79        53.884        46.026       114.234       136.069
   57266.27331725          4.98          0.20       208.025       -69.149       320.178        20.778
   57266.27628910          2.69          0.81       195.235        -1.047       334.147        88.877
   57266.27837495          2.60          0.73       151.081        22.727        19.040       112.655
   57266.28004027          3.09          1.58        35.776        55.435       134.876       145.497
   57266.28207576          5.17          0.20        28.112       -34.243       143.380        55.831
   57266.28677082          5.67          0.20       331.887       -44.023       201.234        46.053
   57266.28978017          2.73          2.24       332.815        68.899       201.506       158.975
   57266.28978772          2.68          8.46       284.820        44.347       249.503       134.377
   57266.29045405          5.22          0.31         0.613       -62.167       173.879        27.918
   57266.29151606          2.65          0.72       189.368        30.245       345.522       120.168
   57266.29321834          2.87          1.84        36.062        51.943       139.355       142.005
   57266.30037593          2.80          0.36       230.501        75.030       307.826       164.986
   57266.30209470          3.48          0.22       340.989         1.470       197.699        91.552
   57266.30641774          2.92          0.38       197.198        71.816       343.158       161.743
   57266.31027808          3.02          1.22       180.103        56.927         1.561       146.847
   57266.31351044          3.23          1.60        45.180         8.483       137.622        98.539
   57266.31441042          2.64          0.68        98.406        14.835        84.714       104.819
   57266.31446503          2.81          0.74       254.033         4.667       289.132        94.652
   57266.31799894          5.31          0.84       258.269       -28.558       286.120        61.430
   57266.32049405          2.93          0.55        25.069        33.261       160.235       123.333
   57266.32139786          3.31          0.63        41.911        17.242       143.729       107.300
   57266.32254353          4.60          0.30        96.051       -69.548        90.250        20.443
   57266.32270427          3.99          3.19        30.294        39.678       155.796       129.746
   57266.32372168          2.88          0.88        19.728        26.032       166.752       116.109
   57266.32441925          5.57          0.20       350.059       -37.881       196.680        52.204
   57266.32471551          4.41          0.49       267.358       -78.085       279.099        11.913
   57266.32864337          2.67          1.22        65.991        13.037       122.268       103.066
   57266.33082294          5.04          0.29       140.678       -78.722        48.654        11.212
   57266.33091159          2.90          2.27       317.397        41.596       231.738       131.664
   57266.33446362          5.10          0.26       114.114       -40.807        76.332        49.157
   57266.33734727          3.23          0.40         2.990         1.781       188.424        91.866
   57266.34391118          2.95          0.72       296.685        30.318       257.140       120.364
   57266.35007981          2.98          0.49       243.746        35.730       312.326       125.704
   57266.35251530          2.56          3.25       134.148        53.820        62.679       143.757
   57266.35391417          3.04          1.07       325.610         6.884       231.789        96.958
   57266.35402981          3.53          0.21        40.870        -8.029       156.577        82.033
   57266.35425887          4.06          0.20       334.885       -12.195       222.627        77.885
   57266.36594400          3.40          0.51       136.092         5.105        65.650        95.042
   57266.36924594          2.98          0.58       202.610         4.799         0.330        94.727
   57266.37109280          4.92          0.20       347.547       -30.162       216.041        59.923
   57266.37554696          2.70          0.42       178.943        71.292        26.296       161.211
   57266.37577446          3.48          0.21       223.340        -7.401       341.944        82.544
   57266.38065524          3.10          2.24       294.323        22.042       272.755       112.087
   57266.38402350          2.97          3.43        65.035        28.994       143.189       119.023
   57266.38491164          4.85          0.20       148.344       -63.893        60.334        26.033
   57266.38532086          3.15          1.80       206.404         9.696         2.344        99.627
   57266.38737022          3.13          0.80        41.449         6.745       168.018        96.805
   57266.38982436          5.03          0.20       126.256       -36.609        84.159        53.338
   57266.39022016          2.92          1.25        16.313        11.699       194.182       101.779
   57266.39492623          2.88          0.58       222.501        32.188       349.745       122.135
   57266.39738119          5.23          0.20       116.725       -48.356        96.452        41.603
   57266.39793397          3.66          0.30        14.121         6.198       199.161        96.280
   57266.39837627          3.02          0.46       169.252         3.681        44.202        93.598
   57266.40104740          2.92          0.29       316.883         5.499       257.531        95.568
   57266.40280543          2.88         14.46       173.734        72.365        41.326       162.281
   57266.40693003          2.92          0.36       237.774        13.288       338.782       103.253
   57266.41614628          2.68          0.73       203.490        33.583        16.406       123.512
   57266.41672851          4.88          0.30       309.956       -24.518       270.086        65.544
   57266.41763331          3.03          0.77       151.348        -1.201        69.059        88.722
   57266.42009233          3.13          0.38        42.301         1.175       178.984        91.234
   57266.42032815          5.04          0.21       270.414       -37.405       310.892        52.602
   57266.42395744          3.13          0.51       291.097         7.225       291.593        97.266
   57266.43737733          3.17          0.38       124.178        17.283       103.334       107.229
   57266.43741911          2.61          2.11       214.527        82.575        13.458       172.514
   57266.43975157          3.58          0.28       192.575        63.810        35.874       153.732
   57266.44619736          2.79          0.42        12.876        38.156       217.809       128.238
   57266.45695846          3.19          0.36       143.743        29.426        90.834       119.353
   57266.45696385          4.26          0.31       162.628       -16.334        71.982        73.583
   57266.46288138          3.11          0.42        46.251        29.764       190.442       119.817
   57266.46355227          5.29          0.24       179.975       -33.826        57.003        56.088
   57266.46638306          3.34          1.94        55.065        21.380       182.903       111.423
   57266.46847531          2.85          1.04       262.455         6.138       336.308        96.138
   57266.46919822          3.12          0.94       202.539        30.484        36.505       120.410
   57266.48074478          5.05          0.24       249.173       -33.537       353.954        56.439
   57266.48486465          3.03          0.47       161.613        19.556        83.056       109.473
   57266.49011988          2.83          0.34       209.650        12.346        36.931       102.276
   57266.49770260          2.97          0.67       114.092        54.184       135.113       144.139
   57266.49981416          2.80          3.05        94.622        26.525       155.405       116.510
   57266.50192855          3.06          0.74       170.115        20.095        80.719       110.009
   57266.50539546          5.28          0.23       327.453       -35.435       284.594        54.645
   57266.50634593          3.03          1.59         1.397        -1.251       251.024        88.839
   57266.51146645          2.98          0.86       333.272         2.677       280.998        92.762
   57266.51232449          4.94          0.27       146.964       -35.604       107.656        54.319
   57266.51399590          5.29          0.20       358.098       -59.086       257.087        31.005
   57266.51402641          2.95          0.29        21.371        72.259       233.689       162.336
   57266.51684851          4.21          0.20       197.817       -17.821        58.392        72.098
   57266.51857521          2.97          2.45        75.720        14.580       181.097       104.595
   57266.52001804          2.88          0.51       284.631        30.851       332.776       120.885
   57266.52390549          2.88          0.45       158.156        21.155       100.604       111.072
   57266.52491359          5.31          0.29        23.932       -60.847       235.266        29.236
   57266.52573935          3.16          0.59       241.268        23.189        18.193       113.157
   57266.53411079          2.99          0.56        78.209        12.934       184.219       102.946
   57266.53602462          3.14          1.70        80.734        22.278       182.369       112.285
   57266.53639417          3.10          2.00       228.848        41.763        34.490       131.715
   57266.53677742          3.01          0.57       290.560         1.527       332.849        91.568
   57266.53922406          5.07          0.29        45.655       -52.726       218.727        37.336
   57266.54125047          3.42          0.62       219.788        -0.661        45.238        89.278
   57266.54197645          3.36          0.40       103.750        -7.117       161.551        82.857
   57266.54696839          2.60          0.64       143.963        21.395       123.114       111.319
   57266.54902257          3.18          0.56        32.513        -2.772       235.317        87.302
   57266.55065390          3.36          0.47       203.441        12.883        64.992       102.807
   57266.55122161          4.51          0.20       356.793       -16.792       271.827        73.301
   57266.55453397          5.18          0.20       105.821       -38.128       164.070        51.844
   57266.55507509          5.37          0.20       147.737       -48.615       122.333        41.307
   57266.55688035          5.00          0.30       193.299       -65.367        77.317        24.545
   57266.55988175          2.86          0.20       144.608         5.932       127.143        95.857
   57266.56169948          2.87          0.32        18.060        -2.277       254.344        87.808
   57266.56269956          3.07          3.04       245.448        10.845        27.336       100.817
   57266.56317684          3.29          0.20       169.071        14.493       103.872       104.405
   57266.56620285          3.05          0.84        27.461         2.818       246.565        92.897
   57266.56673142          3.26          0.44       210.459        25.388        63.792       115.318
   57266.56782833          5.13          0.20       110.423       -50.335       164.300        39.631
   57266.56899817          4.86          0.20       200.824       -52.688        74.173        37.229
   57266.56978303          2.61          0.97       283.018        33.101       352.359       123.133
   57266.57211220          2.97          0.75       265.191        34.597        11.036       124.601
   57266.57224331          2.85          0.58       325.911        63.458       310.380       153.539
   57266.57585368          5.20          0.20       200.891       -50.709        76.583        39.208
   57266.58081269          3.38          1.09       335.108        16.618       304.202       106.705
   57266.58130829          2.83          0.38        92.401        25.021       187.045       115.010
   57266.58532411          3.07          1.42        98.048        12.843       182.869       102.824
   57266.59441287          5.35          0.35       268.357       -26.296        15.812        63.708
   57266.59514421          2.96          2.26       345.935        41.227       298.552       131.318
   57266.59634080          3.13          2.69       239.908        27.268        45.047       117.233
   57266.59721682          2.84          0.64       351.205         3.208       294.019        93.301
   57266.59860797          3.26          0.20       310.167        51.290       335.638       141.357
   57266.61070969          2.94          2.12        13.895         4.921       276.197        95.011
   57266.61279227          3.20          0.86        97.527        28.344       193.278       118.326
   57266.61501780          3.29          0.20       301.963         1.464       349.688        91.520
   57266.61765894          2.83          0.66       210.830        40.311        81.826       130.240
   57266.62239522          2.96          0.38       300.816        16.817       353.520       106.873
   57266.62267721          2.86          0.67       173.111         2.374       121.313        92.285
   57266.62427477          3.22          0.81       340.960        28.742       314.043       118.832
   57266.62837709          5.24          0.20       264.077       -36.641        32.329        53.354
   57266.62856826          5.37          0.22       327.326       -36.224       329.181        53.858
   57266.62921837          4.73          0.20       208.693       -60.160        88.007        29.759
   57266.63187152          2.93          0.65       235.617        24.409        62.158       114.366
   57266.63362226          3.41          0.24        46.024         0.903       252.343        90.965
   57266.63749253          3.10          2.54       132.256        43.071       167.457       133.005
   57266.63755527          3.76          0.56       221.294         7.010        78.506        96.947
   57266.63833395          3.06          4.28       183.951        59.270       116.148       149.182
   57266.63957282          4.95          0.20       223.107       -43.704        77.350        46.231
   57266.63981284          2.93          0.35        21.830         2.624       278.769        92.709
   57266.64432160          2.75          0.95        48.929        50.930       253.210       140.984
   57266.64764376          5.32          0.43       152.304       -69.687       151.246        20.230
   57266.64769278          3.07          0.28       214.780        34.975        88.712       124.906
   57266.64797369          5.07          0.20       330.363       -21.642       333.166        68.443
   57266.65479428          3.21          0.47        20.711        -0.085       285.298        90.002
   57266.65534337          4.94          0.22       266.052       -45.111        40.064        44.885
   57266.66991784          4.65          0.20       168.897       -20.575       142.586        69.335
   57266.67068132          2.91          0.33        63.529        36.148       248.156       126.183
   57266.67355465          3.12          1.03        87.942         2.323       224.841        92.323
   57266.67487719          3.26          0.49       259.297         9.315        53.979        99.305
   57266.67827891          3.22          0.65       261.042         8.003        53.460        97.996
   57266.67965500          4.59          0.21       172.972       -18.528       142.022        71.381
   57266.68038484          3.20          0.61       323.618        43.349       351.674       133.428
   57266.68353473          3.98          2.62       288.270        27.932        28.160       117.969
   57266.68652944          3.00          1.14       345.197        75.155       332.326       165.246
   57266.68685561          3.36          1.51        37.509        72.778       279.875       162.845
   57266.68782693          3.09          0.82       222.619        43.495        95.383       133.435
   57266.69287736          2.69          0.54       146.087        50.345       173.623       140.266
   57266.69887321          2.83          0.92       336.107        19.009       345.823       109.098
   57266.70315023          2.76          0.57       233.638        15.821        89.854       105.772
   57266.70383615          4.61          0.23       252.449       -39.271        71.193        50.703
   57266.71001977          3.46          0.96       257.414        -0.378        68.533        89.607
   57266.72565606          2.75          1.78       134.699        27.673       196.866       117.607
   57266.73438521          3.43          0.51         9.058        11.588       325.677       101.681
   57266.73491584          2.68          0.42        15.708         9.851       319.218        99.941
   57266.73639681          2.66          0.42        94.727         4.642       240.737        94.634
   57266.73679191          3.14          0.36       353.378        19.630       342.233       109.724
   57266.73745521          3.91          0.25        45.535       -12.502       290.330        77.565
   57266.74580557          3.13          0.37        33.807        20.727       305.036       110.803
   57266.74767527          4.89          0.20        24.093       -39.526       315.477        50.562
   57266.75115544          3.16          1.17       116.624        21.210       224.146       111.167
   57266.75137932          3.65          0.20       119.786        -9.789       221.110        80.166
   57266.75349704          2.92          0.65       272.271        28.970        69.421       118.980
   57266.75366771          3.01          1.45       219.768        38.376       121.988       128.310
   57266.76090493          3.12          5.06       258.984        47.979        85.433       137.967
   57266.76526997          2.83          1.30         6.947        36.417       338.931       126.510
   57266.76600368          2.78          1.13         1.373        27.784       344.777       117.878
   57266.76976922          2.79          0.94       260.365        17.956        87.181       107.945
   57266.77190686          4.53          0.29       106.032        -8.720       242.274        81.256
   57266.77307089          2.94          0.32       145.345         8.858       203.361        98.783
   57266.77675383          4.46          0.25       219.234       -14.145       130.792        75.785
   57266.77982160          5.46          0.20        40.068       -43.628       311.131        46.448
   57266.78711521          5.02          0.60       205.172       -69.359       148.510        20.554
   57266.78831405          4.88          0.20       236.192       -42.072       117.951        47.875
   57266.78899382          3.54          0.50       201.023         5.403       153.441        95.319
   57266.78964093          5.16          1.25       186.461       -27.927       168.229        61.982
   57266.79621400          2.53          1.67       241.308        64.014       115.922       153.976
   57266.80114833          4.67          0.25        20.037       -59.516       338.853        30.575
   57266.81005731          3.34          0.82       239.294        15.556       122.789       105.512
   57266.81436326          2.96          4.88       203.650        68.961       160.070       158.880
   57266.81567777          3.29          2.47       316.190        40.583        47.948       130.652
   57266.81576802          4.66          0.20       199.460       -59.302       164.618        30.609
   57266.81888231          2.74          0.45       144.675        -0.460       220.577        89.467
   57266.82338730          2.82          0.50       337.776        24.443        29.107       114.530
   57266.82397566          2.95          0.66       128.473         4.096       238.611        94.041
   57266.82832841          3.13          2.40        46.480        -0.718       322.175        89.348
   57266.83266894          3.13          1.89        13.713        85.310       356.197       175.396
   57266.83453580          5.47          0.20       343.055       -41.612        27.811        48.477
   57266.84144687          3.30          0.57       199.576         3.798       173.821        93.714
   57266.84160381          2.84          0.36       306.014         6.242        67.438        96.298
   57266.84183419          3.49          1.02        11.026        20.532         2.494       110.623
   57266.84252705          2.88          0.58       168.936        40.728       204.836       130.641
   57266.84501924          3.24          0.51        64.852         1.531       309.826        91.573
   57266.84537473          2.90          1.00        71.787        48.544       302.925       138.571
   57266.84696998          2.69          1.27        42.290         4.222       333.088        94.292
   57266.85102563          2.90          0.29        27.407         4.148       349.436        94.231
   57266.85411193          2.95          0.55        73.391        23.521       304.535       113.548
   57266.85533086          2.80          1.13       221.356        -1.537       157.048        88.395
   57266.85898522          3.07          0.32       301.783        -1.231        77.933        88.818
   57266.85991208          3.06          1.31       285.949        37.269        94.172       127.296
   57266.86296703          2.69          1.39       202.007        51.047       179.200       140.966
   57266.86535187          2.91          2.97       262.939        28.964       119.130       118.955
   57266.86682899          5.09          0.40       136.227       -77.432       246.639        12.506
   57266.86703250          3.13          1.03        68.980        -2.660       313.651        87.376
   57266.86733846          3.13          0.22       205.481         6.078       177.264        95.998
   57266.86752006          2.89          1.28       186.019        71.429       196.823       161.341
   57266.87476519          3.55          0.50        92.171         9.910       293.235        99.910
   57266.87982132          2.85          1.08        76.525        25.055       310.679       115.078
   57266.88000312          2.95          0.32       303.559        62.690        83.890       152.742
   57266.88129510          2.86          0.43        35.216        60.966       352.463       151.038
   57266.88436547          2.92          0.27        33.538        55.030       355.272       145.104
   57266.88570716          4.86          0.20       185.178       -38.606       204.192        51.304
   57266.88850098          2.67          1.03       253.735        61.105       136.798       151.083
   57266.89014014          3.34          1.45       123.250        -6.441       267.732        83.514
   57266.89085685          3.36          0.47       196.657         9.794       194.579        99.709
   57266.89146910          5.04          0.48       142.576       -21.943       248.901        67.989
   57266.89888587          5.59          0.24       248.893       -43.929       145.153        46.035
   57266.89967304          2.80          0.70        75.860        -0.040       318.551        89.987
   57266.90148294          2.66          1.80       212.636        17.059       182.445       106.986
   57266.90310635          2.84          0.57       142.725        11.546       252.919       101.478
   57266.90330897          3.13          0.77       315.715        11.505        80.016       101.570
   57266.90549815          2.89          1.33        21.521         0.160        14.988        90.247
   57266.90940903          2.88          1.12       348.798        -2.229        49.121        87.861
   57266.91412619          2.75          0.75       250.812         4.808       148.823        94.778
   57266.91462244          3.07          0.28       293.489        -1.842       106.311        88.194
   57266.92115568          4.83          0.33       301.880       -29.279       100.237        60.766
   57266.92176126          2.85          0.75       210.065         7.997       192.328        97.921
   57266.92327897          2.95          2.15       269.203        59.546       133.877       149.547
   57266.92475653          3.22          2.43       267.774        50.917       135.798       140.916
   57266.92873486          3.10          0.55        38.444        34.866         6.417       124.937
   57266.93289733          5.17          0.28       216.823       -43.653       189.536        46.272
   57266.93305810          2.94          1.56       286.339        48.428       120.215       138.455
   57266.93545499          3.36          3.83        88.073        69.455       319.023       159.456
   57266.93983501          5.33          0.20       129.403       -42.686       279.576        47.263
   57266.94127947          5.50          1.00       223.278       -47.244       186.091        42.688
   57266.94242380          2.62          0.71       298.480        11.899       111.375       101.941
   57266.94436068          2.94          0.62       175.790        17.279       234.754       107.193
   57266.94955619          3.34          0.71       291.900        24.901       120.552       114.935
   57266.95019065          2.68          0.61       100.724        33.783       311.867       123.769
   57266.95464513          3.13          0.82       158.006        36.933       256.228       126.854
   57266.95833895          3.20          0.36       181.747        -2.687       233.845        87.227
   57266.95991509          2.84          0.54         7.518         0.812        48.635        90.902
   57266.96449238          2.87          1.02        70.374        18.681       347.407       108.714
   57266.96743135          5.32          0.31       297.600       -38.228       121.202        51.810
   57266.96840317          2.92          1.88       340.896        55.315        78.361       145.398
   57266.97092124          3.31          0.21        42.646        18.614        17.462       108.680
   57266.97204154          3.19          1.68       207.360        24.067       213.195       113.991
   57266.97345840          2.79          0.41       217.921        61.583       203.225       151.517
   57266.97436594          2.99          0.61       240.311        -4.404       181.057        85.551
   57266.97736432          4.43          0.24        71.478       -13.033       350.997        77.001
   57266.98226914          2.57          1.26       123.393        53.857       300.738       143.811
   57266.98292204          2.98          2.14        13.874        45.538        50.564       135.622
   57266.98566392          4.73          0.20       335.595       -64.298        89.765        25.781
   57266.98938024          2.74          1.15        57.591        71.758         8.981       161.803
   57266.99072156          3.01          0.42       208.475         3.683       218.808        93.607
   57266.99302029          3.11          0.57       120.001        43.893       308.039       133.851
   57266.99397586          3.46          0.99        76.645         4.889       351.801        94.913
   57266.99811162          3.09          0.32        99.089        18.605       330.830       108.594
   57267.00819201          4.91          0.20       327.688       -53.796       105.821        36.276
   57267.01102240          3.00          1.66        17.852        61.023        56.703       151.104
   57267.01315081          3.16          0.29       302.313        -0.281       133.057        89.764
   57267.01515861          5.23          0.20        96.480       -36.658       339.686        53.339
   57267.01732794          3.12          1.95       351.835        34.618        85.051       124.703
   57267.01858742          2.55          0.55       338.622        71.003        98.798       161.082
   57267.02031083          3.17          1.28       169.394        47.567       268.552       137.485
   57267.02063559          2.96          0.53       354.433        22.030        83.642       112.116
   57267.02166388          2.98          0.33       271.649        19.770       166.827       109.773
   57267.02973704          5.15          0.20        71.080       -33.025        10.334        57.010
   57267.03008434          3.32          1.03        41.860         1.831        39.623        91.899
   57267.03220448          2.93          2.00        25.648        32.583        56.578       122.661
   57267.03683806          2.74          1.46       163.834        18.721       280.088       108.642
   57267.03713706          2.86          0.44       107.751        59.215       336.151       149.189
   57267.03897006          3.78          1.16        88.287        10.064       356.394       100.071
   57267.04091725          3.18          0.34       124.766         8.610       320.625        98.566
   57267.04880157          5.29          0.20       287.737       -60.814       160.354        29.207
   57267.04886380          3.01          2.08       123.936        50.269       324.251       140.222
   57267.05107802          4.89          0.47         8.791       -31.227        80.276        58.860
   57267.05181929          3.20          0.37       125.865        -5.964       323.479        83.991
   57267.05319600          3.09          0.50       195.926        -1.299       253.908        88.621
   57267.05375322          3.25          0.45       206.399        -2.418       243.634        87.507
   57267.06575589          3.14          0.47       341.013         5.219       113.349        95.300
   57267.06661905          2.62          2.92        15.426        24.597        79.235       114.680
   57267.07099218          3.14          1.85       191.170        62.648       265.121       152.568
   57267.07173808          2.96          0.53       266.235         0.208       190.287        90.203
   57267.07454772          2.86          0.64       126.618        10.537       330.911       100.490
   57267.07484581          5.31          0.22       212.500       -56.032       245.085        33.894
   57267.07800517          5.33          0.20       206.454       -45.058       252.300        44.865
   57267.07884235          3.15          0.83       280.305        13.387       178.799       103.403
   57267.08221706          4.69          0.20       222.839       -64.500       237.355        25.434
   57267.08579625          2.91          0.21       268.829        61.775       192.921       151.777
   57267.08872252          2.45          1.05       336.745        53.586       125.947       143.664
   57267.09530051          3.04          1.71       325.692        21.504       139.351       111.574
   57267.09624927          4.72          0.20       311.655       -33.524       153.669        56.531
   57267.09831466          5.35          0.20        93.049       -44.279        13.153        45.722
   57267.10065091          3.23          1.68       271.858        18.794       195.128       108.799
   57267.10066196          5.17          0.28        28.950       -38.899        78.042        51.179
   57267.10245214          5.01          0.70       107.053       -31.582         0.611        58.399
   57267.10328947          2.77          0.54       264.670         3.676       203.247        93.670
   57267.10418319          4.74          0.20       288.517       -27.628       179.673        62.397
   57267.11016881          3.07          1.28       231.764        44.050       238.697       134.002
   57267.11084469          2.74          0.73        60.077        29.311        50.522       119.353
   57267.11292892          3.13          0.61       303.842        43.878       167.612       133.927
   57267.11547225          3.08         12.59       218.508        47.255       253.861       137.194
   57267.11913052          5.11          0.34       229.252       -71.284       244.200        18.658
   57267.12303284          3.13          5.62       309.784        80.779       165.625       170.834
   57267.12303983          2.99          0.32        34.713        46.265        80.276       136.332
   57267.12417704          2.89          0.86       202.111        27.121       273.362       117.048
   57267.12593617          4.80          1.37       243.724       -50.868       232.273        39.092
   57267.12761434          3.28          0.78       297.863         9.997       178.840       100.037
   57267.12806845          3.26          1.59       146.940        59.537       329.850       149.468
   57267.13321749          5.43          0.20       275.489       -36.298       203.164        53.708
   57267.13365100          2.85          0.55       137.342        -2.384       341.539        87.557
   57267.13410328          2.84          0.89        62.242        48.236        56.712       138.272
   57267.13553779          5.41          1.00        29.123       -58.557        90.490        31.520
   57267.14228270          2.92          0.67        78.401        -3.512        43.594        86.507
   57267.14712514          2.91          1.23       289.875        10.569       193.873       100.600
   57267.14999590          2.84          1.95        97.874        71.296        26.667       161.281
   57267.15133282          5.37          0.33        89.229       -26.718        36.070        63.287
   57267.15465404          3.08          2.13       251.833        12.667       234.639       102.645
   57267.15883829          3.25          0.20       228.452         0.955       259.517        90.903
   57267.16628039          3.36          0.32        75.970        27.276        54.641       117.294
   57267.16646664          2.63          0.76        20.270        64.739       110.378       154.813
   57267.16785707          3.34          0.34       205.574         0.889       285.651        90.817
   57267.16846241          4.76          0.20        63.249       -37.032        68.245        53.009
   57267.17832233          3.15          0.65       120.751        25.757        14.218       115.715
   57267.18358484          3.05          2.64       140.395        47.926       356.454       137.863
   57267.19651296          2.79          0.54       225.763         2.785       275.807        92.732
   57267.20503810          3.06          3.62         1.786        19.893       142.850       109.976
   57267.20582013          3.38          0.76        24.875         5.656       120.042        95.731
   57267.20990712          5.11          0.20        86.093       -26.029        60.349        63.978
   57267.21187596          3.02          0.52       319.729        14.410       187.390       104.476
   57267.21432296          3.27          0.74       313.928        -3.325       194.059        86.735
   57267.21844606          3.03          0.69       291.320        23.169       218.191       113.204
   57267.22628102          3.71          0.20       205.841       -10.234       306.466        79.695
   57267.22751914          3.03          2.19       217.605        27.821       295.183       117.762
   57267.22879789          3.77          0.27         4.416        27.969       148.793       118.051
   57267.22887103          3.33          0.94         0.103         8.655       153.138        98.739
   57267.22906848          2.92          1.11       267.223        76.493       246.427       166.497
   57267.22918542          4.81          0.20       319.543       -67.811       193.679        22.253
   57267.22939521          2.94          1.87        80.508        10.556        72.914       100.568
   57267.22953082          4.96          0.35       146.919       -25.144         6.591        64.788
   57267.24193352          3.15          0.83       299.731        36.582       218.277       126.629
   57267.24274545          2.74          0.86       348.371        37.173       169.888       127.255
   57267.24313487          2.85          1.48       137.855        65.500        20.437       155.436
   57267.24389374          2.60          5.21        50.710        21.559       107.931       111.608
   57267.24423378          5.20          0.20       100.479       -28.026        58.358        61.960
   57267.24604532          2.35          1.85       225.363        57.289       294.180       147.239
   57267.25119921          3.59          0.41       207.284        -5.071       314.022        84.860
   57267.25232128          2.42          0.75       245.396        29.680       276.358       119.653
   57267.25464623          5.09          0.20       107.000       -51.395        55.653        38.583
   57267.25672116          4.16          0.20        73.153       -14.749        90.168        75.275
   57267.25937369          5.30          0.20       105.907       -61.916        58.502        28.063
   57267.25967346          3.49          0.31       269.498        -8.130       254.853        81.874
   57267.26237986          2.48          2.13       348.697        26.588       176.646       116.670
   57267.26692118          4.78          0.24       226.489       -14.043       300.479        75.905
   57267.26772678          2.91         10.15       323.543        73.911       203.870       163.981
   57267.27603737          4.90          0.20       313.997       -61.216       216.163        28.843
   57267.28147208          3.02          0.36        24.489        -0.834       147.742        89.241
   57267.28713287          4.98          0.26       111.429       -24.340        62.886        65.629
   57267.29096801          2.97          0.80       140.904        20.219        34.746       110.154
   57267.29316737          3.36          0.48        69.163        24.895       107.256       114.920
   57267.29703659          2.82          0.53        76.978        17.956       100.850       107.970
   57267.29800236          3.65          1.54       195.512        -4.251       342.691        85.672
   57267.29808323          3.36          0.84        40.149        34.526       138.039       124.585
   57267.29875751          2.94          0.96       216.747        34.824       321.768       124.765
   57267.30424155          5.36          0.20       109.539       -52.780        71.020        37.192
   57267.30685961          2.56          0.43        15.804         8.427       165.587        98.506
   57267.31312442          2.95          0.42       141.860        13.199        41.795       103.132
   57267.31400091          2.70          0.42       342.110        21.688       201.869       111.770
   57267.31832899          3.06          1.59       173.703        36.699        11.839       126.619
   57267.32476677          2.91          0.91       183.312         2.866         4.556        92.786
   57267.32550451          2.94          0.55       145.410         3.750        42.722        93.681
   57267.32760465          4.55          0.20       258.621       -59.017       290.127        30.969
   57267.32858421          2.82          0.78       235.601        56.969       313.752       146.932
   57267.33055580          2.81          3.07       149.424        55.744        40.483       145.670
   57267.33244103          5.04          0.20         0.987       -25.589       189.645        64.496
   57267.33440635          4.72          0.22       339.290       -26.910       212.035        63.171
   57267.34490360          2.97          0.30       346.676         0.734       208.451        90.819
   57267.34652236          2.89          0.62       167.811         8.172        27.909        98.092
   57267.34763991          3.24          0.85       103.562        11.003        92.546       100.979
   57267.35147133          3.11          0.70        97.056         4.462       100.443        94.447
   57267.35509899          2.93          0.42       277.612         1.252       281.200        91.271
   57267.35665015          2.78          0.98       167.989         2.580        31.389        92.499
   57267.35736300          3.31          0.44        93.523        43.701       106.031       133.687
   57267.35770456          3.11          1.59       179.886        34.950        19.878       124.869
   57267.36292741          2.97          0.46       225.155        31.193       336.525       121.143
   57267.36654696          3.06          0.88       210.005        42.824       352.989       132.759
   57267.36750722          3.03          0.50       340.713        18.602       222.580       108.685
   57267.37212191          3.07          2.89       328.481        55.933       236.523       146.010
   57267.37215054          2.49          2.51       235.674        76.129       329.595       166.092
   57267.37356413          3.01          0.52       187.075        25.271        18.416       115.192
   57267.37528686          4.66          0.20       145.726       -32.612        60.407        57.317
   57267.37609095          2.74          0.96        51.372        10.944       155.003       100.992
   57267.38158690          5.16          0.20       265.965       -57.163       302.276        32.836
   57267.38448796          5.18          0.20       260.016       -63.857       309.232        26.132
   57267.39041652          3.04          0.96        47.952        50.417       163.525       140.465
   57267.39087459          2.92          0.67       118.659        35.208        93.023       125.161
   57267.39159034          2.99          0.91       184.081        -0.720        27.909        89.198
   57267.39224512          3.06          0.66       110.650        27.808       101.535       117.772
   57267.39511395          3.04          0.22       239.968        49.695       333.382       139.664
   57267.39701296          2.90          0.54       154.401        10.600        59.542       100.522
   57267.40747037          2.62          1.62        82.962         6.789       134.747        96.794
   57267.41314148          2.94          0.76        63.193        37.670       156.510       127.700
   57267.41980278          2.94          0.69        55.435         5.911       166.725        95.954
   57267.42004218          5.35          0.20        88.381       -63.251       134.049        26.749
   57267.42023542          4.72          0.20       275.306       -17.574       306.991        72.442
   57267.42026861          3.11         13.16       254.209        73.180       328.406       163.169
   57267.42325251          3.05          0.90       175.582        26.467        47.839       116.383
   57267.42575229          2.84          0.71        19.040        -5.132       205.277        84.949
   57267.42739080          3.28          3.97        30.998         9.488       193.899        99.558
   57267.42988763          2.86          0.74       338.791        -0.757       247.014        89.327
   57267.43074046          2.90          0.31       283.176        37.090       303.000       127.122
   57267.43372258          2.89          0.35       244.671        -4.518       342.518        85.454
   57267.43668712          3.20          0.21       218.326        -7.533         9.934        82.406
   57267.44205992          2.87          0.81       175.441        -3.259        54.768        86.656
   57267.44239122          2.57          8.82       156.841        67.594        73.433       157.513
